#lan,distance,concept1,concept2
7,5.1357245445251465,love,good
7,5.115959167480469,take,choose
7,5.1093034744262695,canoe,raft
7,5.097717761993408,leave,disappear
7,5.018917560577393,thing,work
7,4.958419322967529,that,she
7,4.809983253479004,last,late
7,4.7628560066223145,midday,afternoon
7,4.554049015045166,brother,friend
7,4.506548881530762,stepfather,father-in-law
7,4.463301658630371,see,understand
7,4.460170269012451,all,whole
7,4.268530368804932,if,yes
7,4.144498825073242,this,there
7,3.884816884994507,you,that
7,3.880770683288574,grandson,grandfather
7,3.8784947395324707,again,still
7,3.8378658294677734,see,we
7,3.8340349197387695,few,one
7,3.72723126411438,some,one
7,3.4457645416259766,because,what
6,6.6297607421875,fire,be
6,6.626654148101807,climb,crawl
6,6.609985828399658,sick,listen
6,6.605142593383789,fruit,harvest
6,6.598730564117432,side,ditch
6,6.584009647369385,increase,surpass
6,6.55698823928833,carry,hear
6,6.541083812713623,pay,answer
6,6.529691219329834,leave,ride
6,6.521622657775879,blow,shoot
6,6.499238967895508,sing,say
6,6.474531173706055,cooked,boil
6,6.4735331535339355,tail,end
6,6.441647052764893,carve,dig
6,6.430708408355713,pupil,teacher
6,6.429098129272461,show,announce
6,6.427098751068115,cover,fill
6,6.420680522918701,bury,fill
6,6.419125556945801,summer,warm
6,6.400228023529053,claw,hand
6,6.390839576721191,deaf,mute
6,6.381369113922119,misplace,forget
6,6.3737335205078125,see,house
6,6.318678379058838,our,yes
6,6.312878608703613,knife,axe
6,6.286565780639648,see,tear
6,6.28580379486084,jaw,mouth
6,6.284191131591797,master,own
6,6.277927398681641,speak,preach
6,6.2611589431762695,promise,bless
6,6.241049289703369,get,trap
6,6.227579593658447,mason,carpenter
6,6.222890853881836,low,small
6,6.2227067947387695,lung,liver
6,6.214405536651611,deceit,betray
6,6.213599681854248,gather,choose
6,6.208808422088623,here,at
6,6.182516098022461,clever,know
6,6.162582874298096,penis,testicles
6,6.1442461013793945,give,eye
6,6.142427921295166,house,in
6,6.090770244598389,roll,fold
6,6.088472843170166,shirt,skirt
6,6.06348991394043,tell,convey
6,6.062473297119141,leave,flee
6,6.050023555755615,tide,sea
6,6.026088714599609,close,fill
6,5.994840621948242,leave,separate
6,5.975611686706543,stand,last
6,5.965869903564453,wash,wipe
6,5.945559024810791,hole,inside
6,5.931166648864746,take,dig
6,5.774072647094727,between,gap
6,5.705625534057617,teach,tell
6,5.696676731109619,rub,squeeze
6,5.6920037269592285,barley,rye
6,5.667294025421143,say,i
6,5.6616950035095215,manner,where
6,5.633625507354736,grow,become
6,5.597055435180664,big,more
6,5.59610652923584,change,answer
6,5.583358287811279,bean,pea
6,5.50372838973999,ready,good
6,5.474372863769531,other,next
6,5.439510822296143,be,correct
6,5.438875675201416,middle,gap
6,5.41542911529541,my,their
6,5.400745868682861,disappear,cease
6,5.276795864105225,thing,word
6,5.263186454772949,become,succeed
6,5.2286376953125,carry,pull
6,5.182260036468506,speak,answer
6,5.125880718231201,parents,relatives
6,5.125169277191162,in,with
6,5.106923580169678,grief,pity
6,5.087868690490723,carry,give
6,5.082498550415039,give,yes
6,5.047497272491455,your,their
6,5.03267765045166,small,some
6,5.014552593231201,more,often
6,4.976973533630371,mind,intention
6,4.95974063873291,outside,back
6,4.957411289215088,bad,sick
6,4.948976516723633,my,your
6,4.9138922691345215,mother-in-law,son-in-law
6,4.8930439949035645,stepmother,mother-in-law
6,4.8930439949035645,mother-in-law,stepmother
6,4.85195255279541,mind,meaning
6,4.836432933807373,new,now
6,4.785957336425781,move,leave
6,4.728247165679932,many,not
6,4.715012073516846,see,seem
6,4.577507495880127,behind,outside
6,4.535758018493652,immediately,suddenly
6,4.531603813171387,two,with
6,4.506548881530762,father-in-law,stepfather
6,4.501443386077881,springtime,autumn
6,4.499508857727051,and,where
6,4.476640224456787,niece,daughter-in-law
6,4.40496301651001,remain,become
6,4.3029327392578125,place,time
6,4.284293174743652,mistake,blame
6,4.272057056427002,tell,talk
6,4.211400032043457,give,say
6,4.197332859039307,come,give
6,4.17975378036499,father-in-law,daughter-in-law
6,4.060571193695068,more,enough
6,4.016670227050781,aunt,mother-in-law
6,3.974830389022827,few,two
6,3.926311731338501,last,after
6,3.921509027481079,father-in-law,mother-in-law
6,3.7263100147247314,believe,admit
6,3.443647623062134,grandfather,father
6,2.521836996078491,know,think
5,6.633668422698975,remain,halt
5,6.6332478523254395,fire,not
5,6.632987976074219,sharp,bite
5,6.632791519165039,slow,quiet
5,6.630439758300781,cost,cut
5,6.623387813568115,push,wipe
5,6.618069171905518,new,nine
5,6.579828262329102,cease,bury
5,6.577763557434082,clothes,skirt
5,6.576573848724365,wine,beverage
5,6.565280437469482,show,visible
5,6.565169334411621,come,shoot
5,6.562060356140137,scold,blame
5,6.5610270500183105,write,drop
5,6.521305561065674,rye,oat
5,6.518023490905762,ghost,old
5,6.514815807342529,forbid,prevent
5,6.512245178222656,aunt,sibling
5,6.505695819854736,plain,place
5,6.501411437988281,rest,halt
5,6.485543727874756,rain,day
5,6.485243797302246,throw,dig
5,6.482303619384766,hold,fight
5,6.479031562805176,seize,keep
5,6.476261138916016,edge,beside
5,6.451440334320068,bury,do
5,6.449440002441406,old,husband
5,6.423342704772949,praise,worship
5,6.423249244689941,few,young
5,6.421755313873291,sword,scythe
5,6.4146342277526855,sing,speak
5,6.4110612869262695,short,round
5,6.403878688812256,kill,hide
5,6.390186786651611,blame,strange
5,6.389201641082764,many,bear
5,6.359250545501709,sick,sore
5,6.340737819671631,who,head
5,6.33307409286499,corpse,flesh
5,6.313127517700195,peel,rub
5,6.309757232666016,kiss,embrace
5,6.302582740783691,few,owe
5,6.300534725189209,path,journey
5,6.2994279861450195,put,fold
5,6.292734622955322,small,thin
5,6.283309459686279,spear,stab
5,6.235393047332764,size,height
5,6.220601558685303,relatives,friend
5,6.213447093963623,see,cut
5,6.204492092132568,pull,kill
5,6.201629161834717,beard,hair
5,6.186400413513184,thunder,sky
5,6.1837029457092285,ask,sick
5,6.179953575134277,corpse,ghost
5,6.16234016418457,i,be
5,6.156967639923096,go,eye
5,6.138644695281982,throw,know
5,6.123366355895996,shout,word
5,6.1046671867370605,hold,rule
5,6.098115921020508,run,hurry
5,6.093094825744629,sit,eat
5,6.0853705406188965,hunt,kill
5,6.077597141265869,beautiful,sweet
5,6.068196773529053,cease,end
5,6.063321113586426,give,separate
5,6.040846347808838,push,dig
5,6.028685569763184,short,wide
5,5.981720924377441,tell,ten
5,5.965580940246582,blow,come
5,5.924229621887207,old,not
5,5.892299175262451,show,seem
5,5.883962631225586,pointed,tip
5,5.85361909866333,hide,steal
5,5.849635124206543,spear,axe
5,5.824618339538574,son,niece
5,5.823722839355469,fault,cause
5,5.812063694000244,cut,break
5,5.802812576293945,enemy,battle
5,5.788022994995117,light,clear
5,5.7627973556518555,surprised,fear
5,5.716396808624268,pointed,end
5,5.688443660736084,get,gather
5,5.67894983291626,corner,end
5,5.6785149574279785,have,i
5,5.613583087921143,buy,want
5,5.573878765106201,put,gather
5,5.56861686706543,my,yes
5,5.487113952636719,vegetables,cabbage
5,5.486048698425293,pull,steal
5,5.384596824645996,wrong,miss
5,5.383163928985596,push,urge
5,5.365440368652344,feel,try
5,5.361398696899414,become,own
5,5.319236755371094,long,straight
5,5.2925825119018555,stand,do
5,5.192722797393799,come,hand
5,5.168946266174316,coconut,mango
5,5.157426357269287,want,speak
5,5.134744167327881,come,yes
5,5.120319366455078,bottom,down
5,5.075866222381592,they,two
5,5.051903247833252,get,choose
5,4.982549667358398,yes,me
5,4.940295696258545,many,five
5,4.90260124206543,sick,tired
5,4.895295143127441,outside,up
5,4.855239391326904,give,here
5,4.852911949157715,take,work
5,4.76442289352417,hear,ask
5,4.755789279937744,work,make
5,4.744534015655518,mother-in-law,mother
5,4.744534015655518,mother,mother-in-law
5,4.682463645935059,where,back
5,4.668726921081543,temples,temple
5,4.619287014007568,stepfather,father
5,4.6075873374938965,daughter,nephew
5,4.594089508056641,move,change
5,4.5704193115234375,grandfather,grandparents
5,4.554010391235352,niece,stepdaughter
5,4.528810501098633,sister,friend
5,4.4682159423828125,ancestors,descendants
5,4.415221214294434,husband,friend
5,4.333099842071533,come,say
5,4.320645809173584,nephew,son-in-law
5,4.297876358032227,give,see
5,4.214515686035156,uncle,father-in-law
5,3.9895083904266357,how,when
5,3.97898530960083,because,how
5,3.947180986404419,see,think
5,3.921032190322876,take,need
5,3.757075786590576,what,one
5,3.692924976348877,what,we
5,3.685398578643799,grandfather,uncle
5,3.6688952445983887,nephew,uncle
5,3.654538631439209,guess,remember
5,3.510908365249634,want,do
5,3.4391942024230957,they,that
5,3.1484227180480957,know,guess
5,2.948040246963501,say,think
4,6.621192455291748,yard,outside
4,6.617501258850098,stinking,spoil
4,6.6012773513793945,deep,few
4,6.590725421905518,get,destroy
4,6.58965539932251,hen,bird
4,6.5887675285339355,head,atop
4,6.5856218338012695,roll,round
4,6.576352596282959,sun,eye
4,6.556373119354248,have,preserve
4,6.550046443939209,who,kill
4,6.5491461753845215,give,sacrifice
4,6.545828819274902,niece,child
4,6.543266773223877,vulture,crow
4,6.536816120147705,lightning,light
4,6.528369903564453,betray,say
4,6.5257391929626465,come,light
4,6.520452976226807,see,kill
4,6.518315315246582,cook,stir
4,6.509864330291748,guilty,defendant
4,6.506836891174316,what,eat
4,6.503707408905029,push,tomorrow
4,6.500305652618408,betray,surrender
4,6.497210502624512,hand,chair
4,6.493885040283203,obscure,secret
4,6.486363410949707,short,yesterday
4,6.485373020172119,sway,budge
4,6.48351526260376,eat,not
4,6.476585388183594,big,broad
4,6.47525691986084,eat,think
4,6.47484016418457,flat,similar
4,6.474045753479004,small,slow
4,6.466413497924805,snow,fog
4,6.453620910644531,name,sister
4,6.441834926605225,blow,whistle
4,6.424551486968994,stand,eight
4,6.405461311340332,small,red
4,6.404762268066406,long,hide
4,6.398585319519043,cease,hear
4,6.398407936096191,sorcerer,magic
4,6.3981032371521,send,push
4,6.396500587463379,seize,own
4,6.395030498504639,buy,ask
4,6.389892578125,harvest,autumn
4,6.389187335968018,full,hear
4,6.365214824676514,leave,seize
4,6.361582279205322,understand,study
4,6.352498531341553,age,life
4,6.35059118270874,catch,own
4,6.3405609130859375,fry,roast
4,6.339224815368652,dawn,tomorrow
4,6.334660053253174,shout,groan
4,6.320603370666504,bad,your
4,6.316332817077637,sheep,deer
4,6.309196949005127,high,new
4,6.295229434967041,shit,pull
4,6.2763471603393555,yam,potato
4,6.274640083312988,carve,scrape
4,6.2730865478515625,count,ask
4,6.272871017456055,arrive,find
4,6.268664836883545,sway,swing
4,6.2677226066589355,word,behind
4,6.255384922027588,look,red
4,6.246193885803223,grind,chop
4,6.244850158691406,bite,pull
4,6.21522855758667,grow,happen
4,6.212861061096191,bowl,jug
4,6.209352493286133,sharp,rough
4,6.2055888175964355,people,relatives
4,6.184795379638672,dig,stab
4,6.174874305725098,cry,ask
4,6.153056621551514,soft,sweet
4,6.1333770751953125,edge,part
4,6.122165203094482,leg,toe
4,6.118648052215576,throw,stab
4,6.1012372970581055,count,think
4,6.098940372467041,early,often
4,6.096868515014648,take,hunt
4,6.0782036781311035,go,ground
4,6.071201801300049,throw,see
4,6.0660295486450195,right,strong
4,6.059340953826904,new,news
4,6.049008369445801,deny,hide
4,6.043945789337158,follow,arrive
4,6.025484085083008,light,red
4,6.024168491363525,seize,gather
4,6.023345470428467,who,in
4,6.0147271156311035,carry,catch
4,6.002536773681641,and,eye
4,5.9991655349731445,hook,peg
4,5.989588737487793,remain,last
4,5.980035305023193,arrive,meet
4,5.979902744293213,mother,one
4,5.979036331176758,person,they
4,5.974271774291992,say,kill
4,5.96295690536499,wife,family
4,5.95829439163208,chest,stomach
4,5.95737361907959,good,dear
4,5.949019432067871,deep,inside
4,5.936433792114258,story,conversation
4,5.928600311279297,push,drag
4,5.899894714355469,come,lead
4,5.898970603942871,like,desire
4,5.870631694793701,i,we
4,5.854127883911133,hold,defend
4,5.8328938484191895,father-in-law,parents-in-law
4,5.824615001678467,envy,hate
4,5.819265842437744,breadfruit,jackfruit
4,5.812063694000244,cut,break
4,5.810892581939697,pull,other
4,5.806747913360596,give,borrow
4,5.801235675811768,anger,envy
4,5.800240516662598,until,whole
4,5.781219482421875,hold,work
4,5.746186256408691,people,world
4,5.72509241104126,own,happen
4,5.713321208953857,arrive,bring
4,5.707925796508789,wet,dirty
4,5.699627876281738,blow,give
4,5.6833953857421875,know,teach
4,5.67401123046875,laugh,think
4,5.667335033416748,love,need
4,5.659934043884277,now,instantly
4,5.6460418701171875,knock,crush
4,5.615577697753906,have,sit
4,5.602989196777344,get,cut
4,5.602242469787598,what,i
4,5.5999627113342285,new,again
4,5.599324703216553,sit,hear
