#languages that colexify these two concepts,concept1,concept2
2,WANT,SHARPEN (SOMETHING)
2,WANT,SEW
2,WANT,SCRATCH
2,WANT,SCRAPE
2,WANT,SACRIFICE
2,WANT,ROAST (SOMETHING)
2,WANT,RESEMBLE
2,WANT,PUS
2,WANT,POUR
2,WANT,PISS
2,WANT,PAINFUL
2,WANT,OLD (USED)
2,WANT,LOUSE
2,WANT,LONGING (WISH)
2,WANT,LIGHT (IGNITE)
2,WANT,KILL
2,WANT,IMITATE
2,WANT,IF
2,WANT,I
2,WANT,HOW MANY PIECES
2,WANT,HEAD
2,WANT,FATHER'S SISTER
2,WANT,FAT (OBESE)
2,WANT,FAN (OBJECT)
2,WANT,DRY UP
2,WANT,DRAW MILK
2,WANT,DONATE
2,WANT,DIMINISH
2,WANT,DIE
2,WANT,DELIGHT
2,WANT,DAY (24 HOURS)
2,WANT,CUT
2,WANT,COOK (SOMETHING)
2,WANT,COME BACK
2,WANT,CLOUD
2,WANT,CHOOSE
2,WANT,CARRY PERSON ON BACK
2,WANT,CALL BY NAME
2,WANT,BITE
2,WANT,BEAR
2,WANT,BE DEAD OR DIE
2,WANT,AUNT
2,WANT,ABUSE
2,WALL (OF HOUSE),HIDE (ONESELF)
2,WALL (OF HOUSE),CLIFF
2,WALKING STICK,CANNON OR GUN
2,WALK,YOUR (PLURAL)
2,WALK,WORLD
2,WALK,WEAVE
2,WALK,WASH
2,WALK,WANT
2,WALK,WALK (MANNER)
2,WALK,VISIT
2,WALK,TUMBLE (FALL DOWN)
2,WALK,TRY
2,WALK,TRAVERSE
2,WALK,TOOTH
2,WALK,SWELL
2,WALK,SWAY
2,WALK,SUCK
2,WALK,STEAL
2,WALK,SQUEEZE
2,WALK,SPREAD OUT
2,WALK,SPEAK
2,WALK,SONG
2,WALK,SIT
2,WALK,SING
2,WALK,SHIVER
2,WALK,SHIT (DEFECATE)
2,WALK,SHARPEN (SOMETHING)
2,WALK,SEW
2,WALK,SCATTER (SEEDS)
2,WALK,SAY
2,WALK,SAME-SEX OLDER SIBLING
2,WALK,SAME
2,WALK,SACRIFICE
2,WALK,RUN AWAY
2,WALK,RUB
2,WALK,ROW
2,WALK,ROOT
2,WALK,RIPEN
2,WALK,RESEMBLE
2,WALK,RAINING OR RAIN
2,WALK,PUSH
2,WALK,POUR
2,WALK,PISS
2,WALK,PINCH
2,WALK,PATH OR ROAD
2,WALK,PATH
2,WALK,PASS
2,WALK,MAKE DRY
2,WALK,LEG
2,WALK,LEAD (GUIDE)
2,WALK,KNIFE
2,WALK,KNEAD
2,WALK,IRON
2,WALK,IMITATE
2,WALK,HIDE (CONCEAL)
2,WALK,GROW
2,WALK,GRASS
2,WALK,FROM
2,WALK,FAT (ORGANIC SUBSTANCE)
2,WALK,FAT (OBESE)
2,WALK,EYE
2,WALK,DRY UP
2,WALK,DRY
2,WALK,DRINK
2,WALK,DRAW MILK
2,WALK,DRAW (WATER)
2,WALK,DONATE
2,WALK,DO
2,WALK,DIVIDE
2,WALK,DIMINISH
2,WALK,DIE
2,WALK,DAY (NOT NIGHT)
2,WALK,CRAWL
2,WALK,COUNTRY
2,WALK,COOK (SOMETHING)
2,WALK,COLD
2,WALK,CLEAN
2,WALK,CHOOSE
2,WALK,CHANGE
2,WALK,CEASE
2,WALK,CARRY PERSON ON BACK
2,WALK,BIG
2,WALK,BE ALIVE OR LIFE
2,WALK,ASK (REQUEST)
2,WALK,ABUSE
2,WAKE UP,THINK (REFLECT)
2,WAKE UP,LAST (ENDURE)
2,WAKE UP,LADDER
2,WAKE UP,EIGHT
2,WAKE UP,CLOTHES
2,WAKE UP,BE ALIVE OR LIFE
2,WAKE UP,AWAKE
2,WAIT (FOR),HERD (SOMETHING)
2,WAIST,TREE TRUNK
2,WAIST,SHOVEL
2,WAGES,HIT (A TARGET)
2,VULTURE,SNIFF
2,VULTURE,SMELL (PERCEIVE)
2,VULTURE,LIVER
2,VULTURE,HERON
2,VOMIT,WEAVE
2,VOMIT,WASH
2,VOMIT,URINE
2,VOMIT,TONGUE
2,VOMIT,THAT
2,VOMIT,SQUEEZE
2,VOMIT,SPLIT
2,VOMIT,SCRAPE
2,VOMIT,RIPE
2,VOMIT,RAIN (PRECIPITATION)
2,VOMIT,PULL
2,VOMIT,OLD (USED)
2,VOMIT,GET LOST
2,VOMIT,BREAK (DESTROY OR GET DESTROYED)
2,VOMIT,BREAK (CLEAVE)
2,VOMIT,BRAID
2,VOMIT,BONE
2,VOMIT,BE LATE
2,VOICE,VILLAGE
2,VOICE,TONGUE
2,VOICE,THIRSTY
2,VOICE,STRENGTH
2,VOICE,SPLIT
2,VOICE,SMOKE (EXHAUST)
2,VOICE,SING
2,VOICE,NEWS
2,VOICE,NAPE (OF NECK)
2,VOICE,MOUTH
2,VOICE,LEAF
2,VOICE,HORN (INSTRUMENT)
2,VOICE,GUARD
2,VOICE,ELEPHANT
2,VOICE,EAR
2,VOICE,DRINK
2,VOICE,CALL (APPEAL)
2,VOICE,BREATH OR BREATHE
2,VINE,TOBACCO
2,VINE,THREAD
2,VINE,PLANT (SOMETHING)
2,VINE,MOON
2,VINE,EYE
2,VILLAGE,WORLD
2,VILLAGE,WOMAN
2,VILLAGE,STREAM
2,VILLAGE,STOMACH
2,VILLAGE,SORE
2,VILLAGE,SMOKE (EXHAUST)
2,VILLAGE,SAND
2,VILLAGE,ROOT
2,VILLAGE,RAIN (RAINING)
2,VILLAGE,PIG
2,VILLAGE,MOUNTAIN
2,VILLAGE,LAND
2,VILLAGE,FISH
2,VILLAGE,FIELD
2,VILLAGE,CUT DOWN
2,VILLAGE,COMB (VERB)
2,VILLAGE,CLOTH
2,VILLAGE,CHEST
2,VERY,AMOUNT
2,VEIN,BOW STRING
2,VEIL,WAVE
2,VEIL,SWAMP
2,VEIL,FISHNET
2,VEGETABLES,HARVEST
2,VALLEY,SHORE
2,VALLEY,PART
2,VALLEY,FLAT
2,VALLEY,FIELD
2,VALLEY,DITCH
2,VALLEY,CLIFF
2,VALLEY,BELT
2,USE (VERB),WIN
2,USE (VERB),THREE
2,USE (VERB),LEOPARD
2,US (OBLIQUE CASE OF WE),ME
2,URINE,WALLABY
2,URINE,PAINFUL
2,URINE,MY
2,URINE,ME
2,URINE,LIGHT (IN TASTE)
2,URINE,LEOPARD
2,URINE,GREEN
2,URINE,GO DOWN (DESCEND)
2,URINE,BLADDER
2,UP OR ABOVE,ABOVE
2,UP,AFTER
2,UNTIE,WASH
2,UNTIE,THIRST
2,UNTIE,SPICY
2,UNTIE,CHOP
2,UNRIPE,CAPE
2,UNDRESS,UNCOVER
2,UNDRESS,PULL OUT
2,UNDRESS,DRAG
2,UNDERSTAND,THINK (BELIEVE)
2,UNDERSTAND,SEVEN
2,UNDERSTAND,RECOGNIZE (SOMEBODY)
2,UNDERSTAND,PRESS
2,UNDERSTAND,GUESS
2,UNDERSTAND,DIE
2,UNDERSTAND,CUT
2,UNDERSTAND,BEAR FRUIT
2,UNCLE,SISTER
2,UNCLE,MOTHER'S SISTER
2,UNCLE,BROTHER-IN-LAW (HUSBAND'S YOUNGER BROTHER)
2,UGLY,WEAK
2,UGLY,SICK
2,UGLY,ROUGH
2,UDDER,SUCK
2,TWO,WRING
2,TWO,TWENTY
2,TWO,THINK (REFLECT)
2,TWO,FRIEND
2,TWO,FOUR
2,TWO,DRAW MILK
2,TWO,DEER
2,TWO,CIVET
2,TWO,BOVINE
2,TWO,BACK
2,TWIST (TOGETHER),WRITE
2,TWIST (TOGETHER),SLEEP
2,TWIST (AROUND),SHUT
2,TWIST (AROUND),PRESS
2,TWIST (AROUND),MILL
2,TWIST,THIN (OF HAIR AND THREAD)
2,TWIST,SENTENCE (CLASSIFIER)
2,TWIST,QUIET
2,TWIST,CHECK
2,TWINS,RAFT
2,TWENTY,TWENTY ONE
2,TWENTY,BUTTON
2,TWELVE,SEVENTEEN
2,TURTLE,RABBIT
2,TURTLE,GECKO
2,TURN AROUND,RETREAT
2,TURN (SOMETHING),WRAP
2,TURN (SOMETHING),WASH
2,TURN (SOMETHING),SWEEP
2,TURN (SOMETHING),STIR
2,TURN (SOMETHING),SPIN
2,TURN (SOMETHING),SING
2,TURN (SOMETHING),SHAKE
2,TURN (SOMETHING),ROUND
2,TURN (SOMETHING),PULL UP (RICE SEEDLINGS)
2,TURN (SOMETHING),POUR
2,TURN (SOMETHING),LIE DOWN
2,TURN (SOMETHING),GIVE BACK
2,TURN (SOMETHING),GET LOST
2,TURN (SOMETHING),GATHER
2,TURN (SOMETHING),FILL
2,TURN (SOMETHING),DO
2,TURN (SOMETHING),CULTIVATE
2,TURN (SOMETHING),BURY
2,TURN,UNCOVER
2,TUMBLE (FALL DOWN),TRAVERSE
2,TUMBLE (FALL DOWN),SET (HEAVENLY BODIES)
2,TUMBLE (FALL DOWN),SACRIFICE
2,TUMBLE (FALL DOWN),EXCHANGE
2,TUMBLE (FALL DOWN),DONATE
2,TUMBLE (FALL DOWN),CRAWL
2,TUESDAY,WEDNESDAY
2,TUESDAY,THURSDAY
2,TRY,YES
2,TRY,WEAVE
2,TRY,TUMBLE (FALL DOWN)
2,TRY,TRAVERSE
2,TRY,SUCK
2,TRY,STEAL
2,TRY,SQUEEZE
2,TRY,SPREAD OUT
2,TRY,SPEAK
2,TRY,SMELL (PERCEIVE)
2,TRY,SHIVER
2,TRY,SHARPEN (SOMETHING)
2,TRY,SEW
2,TRY,SCATTER (SEEDS)
2,TRY,SAY
2,TRY,SACRIFICE
2,TRY,ROAST (SOMETHING)
2,TRY,RIPEN
2,TRY,RESEMBLE
2,TRY,PULL
2,TRY,POUR
2,TRY,PISS
2,TRY,FIGHT
2,TRY,FAT (OBESE)
2,TRY,FAN (OBJECT)
2,TRY,DRY UP
2,TRY,DRAW MILK
2,TRY,DONATE
2,TRY,DO OR MAKE
2,TRY,DO
2,TRY,DIMINISH
2,TRY,DIE
2,TRY,CUT
2,TRY,CRAWL
2,TRY,COOK (SOMETHING)
2,TRY,COME BACK
2,TRY,CATCH
2,TRY,CARRY PERSON ON BACK
2,TRY,BURNING
2,TRY,ABUSE
2,TRUE,WHERE
2,TRUE,VERY
2,TRUE,SILVER
2,TRUE,OIL (ORGANIC SUBSTANCE)
2,TRUE,CORRECT (SOMETHING OR SOMEBODY)
2,TRUE,BE
2,TROUSERS,SKIRT
2,TROUSERS,NIGHT
2,TROUGH,PLATE
2,TROUGH,NEST
2,TROUGH,DISH
2,TROUGH,BRASS INSTRUMENT (HORN OR TRUMPET)
2,TROUGH,BEEHIVE
2,TREE STUMP,TRUNK OF TREE
2,TREE,WHITE
2,TREE,US (OBLIQUE CASE OF WE)
2,TREE,TWIG
2,TREE,TOOTH
2,TREE,THREAD
2,TREE,STAB
2,TREE,SMOKE (EXHAUST)
2,TREE,SLEEP
2,TREE,SICKLE
2,TREE,OAK
2,TREE,NECK
2,TREE,HEAVY
2,TREE,HANDLE
2,TREE,HAIR
2,TREE,FIR
2,TREE,DRUM
2,TREE,DIE
2,TREE,DANCE
2,TREE,COFFIN
2,TREE,BURN
2,TREE,BOTTOM
2,TREAD,TIGHT
2,TREAD,GENTLE
2,TREAD,CLOUDY
2,TREAD,BLACK
2,TRAVERSE,QUIET
2,TRAVERSE,PLAIT OR BRAID OR WEAVE
2,TRAP (PITFALL),NET
2,TRAP (PITFALL),DELIGHT
2,TRANSIT,PASS BY
2,TRADE OR BARTER,CHOOSE
2,TRADE OR BARTER,BETRAY
2,TOWN,SKY
2,TOWN,NEST
2,TOWN,NATIVE COUNTRY
2,TOWN,MEDICINE
2,TOWN,EYE
2,TOWN,COMPOUND
2,TOWEL,FLAX OR LINEN
2,TOUCH,TIE
2,TOUCH,STRIKE (SOMEONE)
2,TOUCH,RUB
2,TOUCH,MEET
2,TOUCH,FENCE
2,TORCH OR LAMP,LIGHT (COLOR)
2,TORCH OR LAMP,ELECTRICITY
2,TOP,TEMPLES
2,TOP,ALLOW OR PERMIT
2,TOOTH,THERE
2,TOOTH,STOMACH
2,TOOTH,SMOKE (EXHAUST)
2,TOOTH,SHARPEN (SOMETHING)
2,TOOTH,SALT
2,TOOTH,RAINBOW
2,TOOTH,NETBAG
2,TOOTH,MALE
2,TOOTH,LIME (FRUIT)
2,TOOTH,HOUSE
2,TOOTH,HIS OR HER
2,TOOTH,HIS (GENITIVE OF HE)
2,TOOTH,HERE
2,TOOTH,HE
2,TOOTH,HAIR (BODY)
2,TOOTH,GUMS
2,TOOTH,FOOT
2,TOOTH,DANCE
2,TOOTH,CARRY ON BACK
2,TOOTH,BE ALIVE OR LIFE
2,TOOL,MACHINE
2,TONGUE,YAWN
2,TONGUE,WORLD
2,TONGUE,VEIN
2,TONGUE,TEN
2,TONGUE,SUGAR CANE
2,TONGUE,SANDFLY
2,TONGUE,HUNDRED
2,TONGUE,HEART
2,TONGUE,FOUR
2,TONGUE,CUT DOWN
2,TONGUE,BOAT
2,TONGUE,BE
2,TONGS,FORK
2,TONGS,CARRY UNDER ARM
2,TONE (MUSIC),SONG
2,TOMORROW,THROAT
2,TOMORROW,SWALLOW
2,TOMORROW,SHINE
2,TOMORROW,RED
2,TOMORROW,ME
2,TOMORROW,GOOD
2,TOMORROW,FROG
2,TOMORROW,DARK
2,TOMORROW,BRAIN
2,TOMORROW,BELLY
2,TOE,SHIT (DEFECATE)
2,TOE,GARBAGE
2,TOE,FINGERNAIL
2,TODAY,HAIR (HEAD)
2,TODAY,DAY (24 HOURS)
2,TOBACCO,WIND
2,TOBACCO,SOOT
2,TOBACCO,PIPE
2,TOBACCO,OUR
2,TIRED,YAWN
2,TIRED,BREAK (CLEAVE)
2,TIP (OF OBJECT),BOSS
2,TINKLE,SOUND (OF INSTRUMENT OR VOICE)
2,TIN OR TINPLATE,COIN
2,TIN OR TINPLATE,BRONZE OR COPPER
2,TIME,SUMMER
2,TIME,SOUND OR NOISE
2,TIME,SKY
2,TIME,MONTH
2,TIME,LAND
2,TIME,IF
2,TIME,I
2,TIME,GOOD LUCK
2,TIGER,WIN
2,TIGER,PLAIT
2,TIGER,HAND
2,TIE,WASH
2,TIE,VEIN
2,TIE,TRAVERSE
2,TIE,TOOTH
2,TIE,SUN
2,TIE,SQUEEZE
2,TIE,SHARPEN (SOMETHING)
2,TIE,PURSUE
2,TIE,POUR
2,TIE,MINCE (SOMETHING)
2,TIE,LIGHT (IGNITE)
2,TIE,GARDEN
2,TIE,FRUIT
2,TIE,FENCE
2,TIE,DISPEL
2,TIE,COOK (SOMETHING)
2,TIE,CONGEAL (BLOOD)
2,TIDE,TIME
2,TICK,BODY LOUSE
2,THUNDER,STORM
2,THUNDER,SPEAK
2,THUNDER,GOD
2,THUNDER,FRIEND
2,THUNDER,DARK
2,THUNDER,COLD
2,THUNDER,ASH
2,THUMB,WORK (ACTIVITY)
2,THROW,VOMIT
2,THROW,TOBACCO
2,THROW,THRESH
2,THROW,STONE OR ROCK
2,THROW,STAB TO DEATH
2,THROW,SPREAD OUT
2,THROW,SLING
2,THROW,SELL
2,THROW,PUSH
2,THROW,POUND
2,THROW,PLAY
2,THROW,PILE UP
2,THROW,OUR
2,THROW,ME
2,THROW,LIME (FRUIT)
2,THROW,LICK
2,THROW,LEAVE
2,THROW,LEARN
2,THROW,KILL
2,THROW,JUMP
2,THROW,I
2,THROW,HOUR
2,THROW,HIRE OR RENT
2,THROW,HERE
2,THROW,GROW
2,THROW,GIVE
2,THROW,DOWN
2,THROW,DIVIDE
2,THROW,DIRTY
2,THROW,DESTROY
2,THROW,COVER
2,THROW,CHOP
2,THROW,CAST
2,THROW,BLUNT
2,THROUGH,BECAUSE OF
2,THROAT,WING
2,THROAT,TUBE
2,THROAT,PREGNANT
2,THROAT,NECKLACE
2,THROAT,LAKE
2,THROAT,GOITER
2,THROAT,CHEEK
2,THROAT,BRASS INSTRUMENT (HORN OR TRUMPET)
2,THROAT,BONE
2,THROAT,BAMBOO
2,THRESH,SPLIT
2,THRESH,PRESS
2,THREE,TIP (OF OBJECT)
2,THREE,THREE TIMES
2,THREE,OTTER
2,THREE,HAIR (HEAD)
2,THREE,CLAN
2,THREAD,END (OF SPACE)
2,THREAD,BIRD NEST
2,THOUGHT,MEANING
2,THOU,WE (INCLUSIVE)
2,THOU,TWO
2,THOU,TREE
2,THOU,THIS
2,THOU,SHIT (DEFECATE)
2,THOU,ROOF
2,THOU,PIG
2,THOU,PATH
2,THOU,OLDER BROTHER
2,THOU,NAVEL
2,THOU,LISTEN
2,THOU,IN FRONT OF
2,THOU,HEAD
2,THOU,GROUND
2,THOU,GOOD LUCK
2,THOU,FROST
2,THOU,FIVE
2,THOU,EAR
2,THOU,DIE
2,THOU,DAY (24 HOURS)
2,THOU,CHIEFTAIN
2,THOU,BLACK
2,THOU,BEHIND
2,THOU,BEAN
2,THOU,AT
2,THORN,GRUEL
2,THORN,CHOPSTICKS
2,THIS,SHE
2,THIS,ME
2,THIS,IT
2,THIS,GARDEN
2,THIS,FENCE
2,THIS,BRANCH
2,THIS,BOIL (OF LIQUID)
2,THIRTY,EIGHTY
2,THIRSTY,WRING
2,THIRSTY,CARRY ON SHOULDER
2,THIRSTY,BE HUNGRY
2,THIRST,SHRIEK
2,THIRD,THREE TIMES
2,THINK,ARM
2,THING,VOICE
2,THING,SPEECH
2,THING,RED
2,THING,PLACE (POSITION)
2,THING,NEWS
2,THING,MONEY
2,THING,MEASURE
2,THING,LANGUAGE
2,THING,HUNGER
2,THING,FAULT
2,THING,EWE
2,THING,COURT
2,THING,CLOTHES
2,THING,BUSINESS
2,THIN (OF SHAPE OF OBJECT),TEN
2,THIN (OF SHAPE OF OBJECT),SWEET
2,THIN (OF SHAPE OF OBJECT),SOME
2,THIN (OF SHAPE OF OBJECT),RED
2,THIN (OF SHAPE OF OBJECT),LIGHT (WEIGHT)
2,THIN (OF SHAPE OF OBJECT),LET GO OR SET FREE
2,THIN (OF SHAPE OF OBJECT),EMPTY
2,THIN (OF SHAPE OF OBJECT),DROP (SOMETHING)
2,THIN (OF LEAF AND CLOTH),HE OR SHE
2,THIGH,TREE TRUNK
2,THIGH,TONGUE
2,THIGH,THIS
2,THIGH,STOMACH
2,THIGH,SKIRT
2,THIGH,SHIN
2,THIGH,MILLET
2,THIGH,LEAF
2,THIGH,KNEE
2,THIGH,HEEL
2,THIGH,BRANCH
2,THIGH,BELLY
2,THIEF,ROB (VERB)
2,THIEF,DRINK
2,THICK,THREE
2,THICK,STRONG (OF DRINK)
2,THICK,RIVER
2,THICK,PROMISE
2,THICK,PRESS
2,THICK,OLD (USED)
2,THICK,OLD
2,THICK,MIGHTY OR POWERFUL OR STRONG
2,THICK,HOT
2,THICK,HOLE
2,THICK,GROUND
2,THICK,DRY
2,THICK,DEEP
2,THICK,CUT DOWN
2,THICK,COMB
2,THICK,BUTTON
2,THICK,BLUNT
2,THICK,BLOOD
2,THEY,WE (INCLUSIVE)
2,THEY,VOMIT
2,THEY,THIS
2,THEY,STOMACH
2,THEY,SPEAR
2,THEY,PATERNAL GRANDFATHER
2,THEY,ONE
2,THEY,IT
2,THEY,HORN (ANATOMY)
2,THEY,HEAD
2,THEY,HAND
2,THEY,FAR
2,THEY,EAR
2,THEY,CUT
2,THEY,CHIN
2,THEY,BRAID
2,THERE IS OR THERE ARE,GIVE BIRTH
2,THERE,SPREAD OUT
2,THERE,PAN
2,THERE,OTHER
2,THERE,LIME (FRUIT)
2,THERE,HE OR SHE
2,THEIR,YOU (OBLIQUE CASE OF YOU)
2,THEIR,COCONUT TREE
2,THAT,YOUR (PLURAL)
2,THAT,THIN (SLIM)
2,THAT,STAB
2,THAT,SET (HEAVENLY BODIES)
2,THAT,MILK
2,THAT,MIDDLE
2,THAT,LIME (FRUIT)
2,THAT,ARM
2,TEN THOUSAND,BE HUNGRY
2,TEN,MACHETE
2,TEN,LADLE (WATER)
2,TEN,KNOT
2,TEN,HUNDRED
2,TEN,GNAW
2,TEN,FILL
2,TELL,WORD
2,TELL,SCOLD
2,TELL,PROMISE
2,TELL,NAME
2,TELL,MUMBLE
2,TELL,LOOK FOR
2,TELL,ISLAND
2,TELL,ASK (INQUIRE)
2,TELL,ACCUSE
2,TEAR (SHRED),PULL OFF (SKIN)
2,TEAR (SHRED),CUT DOWN
2,TEAR (SHRED),BRAID (VERB) OR WEAVE (BASKET)
2,TEACH,SQUEEZE
2,TEACH,SPREAD OUT
2,TEACH,SCHOOL
2,TEACH,PUT ON
2,TEACH,PLOUGH
2,TEACH,PISS
2,TEACH,PEEL
2,TEACH,LAND
2,TEACH,IRRIGATE
2,TEACH,HORN (ANATOMY)
2,TEACH,HIGH OR TALL
2,TEACH,GRASS
2,TEACH,GARDEN
2,TEACH,FRINGE
2,TEACH,CUT
2,TEACH,COAL
2,TEACH,BROOD (VERB)
2,TEA,YOU
2,TEA,SILKWORM
2,TEA,PLANT (SOMETHING)
2,TEA,PATH OR ROAD
2,TAX,WAGES
2,TAX,HIRE
2,TAX,HAND
2,TATTOO,PESTLE
2,TASTE (SOMETHING),WANT
2,TASTE (SOMETHING),UNDERSTAND
2,TASTE (SOMETHING),TEACH
2,TASTE (SOMETHING),TEA
2,TASTE (SOMETHING),SWEET
2,TASTE (SOMETHING),SUCK
2,TASTE (SOMETHING),SPEAK
2,TASTE (SOMETHING),SEE
2,TASTE (SOMETHING),SAP
2,TASTE (SOMETHING),RUB
2,TASTE (SOMETHING),POUR
2,TASTE (SOMETHING),OBEY
2,TASTE (SOMETHING),MOVE AWAY
2,TASTE (SOMETHING),LOVE
2,TASTE (SOMETHING),LICK
2,TASTE (SOMETHING),FRAGRANT
2,TASTE (SOMETHING),FOOD
2,TASTE (SOMETHING),FEEL (TACTUALLY)
2,TASTE (SOMETHING),EAT
2,TASTE (SOMETHING),DONATE
2,TASTE (SOMETHING),BITE
2,TARO,TOOTH
2,TARO,TONGUE
2,TARO,SUGAR
2,TARO,NECK
2,TARO,MALE
2,TARO,GREEN
2,TARO,FRUIT
2,TARO,DO
2,TARO,COOK (SOMETHING)
2,TALL,THICK
2,TALL,PROUD
2,TALL,MIGHTY OR POWERFUL OR STRONG
2,TALL,GARDEN
2,TALL,FAR
2,TALK,NOT
2,TALK,CORRECT (RIGHT)
2,TAKE,YES
2,TAKE,WORK (ACTIVITY)
2,TAKE,WIFE
2,TAKE,WALLABY
2,TAKE,UNDRESS
2,TAKE,THINK (REFLECT)
2,TAKE,THIN
2,TAKE,THICK
2,TAKE,THERE
2,TAKE,SING
2,TAKE,SICK
2,TAKE,SCRATCH
2,TAKE,SAME-SEX OLDER SIBLING
2,TAKE,PULL
2,TAKE,PLAY
2,TAKE,MY
2,TAKE,LIVER
2,TAKE,LIE DOWN
2,TAKE,INSIDE
2,TAKE,HUSBAND
2,TAKE,HOLD OR TAKE
2,TAKE,HIDE (CONCEAL)
2,TAKE,HANG UP
2,TAKE,HANDLE
2,TAKE,GO DOWN (DESCEND)
2,TAKE,FIND
2,TAKE,EARN
2,TAKE,DRIVE (CATTLE)
2,TAKE,DRIVE
2,TAKE,CUT (WITH AXE)
2,TAKE,CONCEIVE
2,TAKE,CHOP
2,TAKE,CARRY UNDER ARM
2,TAKE,CALL
2,TAKE,BUILD
2,TAKE,BEGET
2,TAKE,BE ABLE
2,TAILOR,SHOEMAKER
2,TAILOR,MASON
2,TAIL,SLEEP
2,TAIL,LIGHTNING
2,TAIL,LEAF
2,TAIL,HAIR
2,TAIL,FRUIT
2,TAIL,FLYING FOX
2,TAIL,FLOWER
2,TAIL,END (OF TIME)
2,TAIL,BELLY
2,TAIL,ANIMAL
2,TABLE,STOOL
2,SWORD,FISH TRAP
2,SWORD,ARRANGE
2,SWIM,TAIL
2,SWIM,SPIN
2,SWIM,SHELL
2,SWIM,MOSQUITO
2,SWIM,I
2,SWIM,CUT
2,SWIM,CHICKEN
2,SWELLING,KNOT
2,SWELLING,FORK
2,SWELL,TURN
2,SWELL,ROAST (SOMETHING)
2,SWELL,NIGHT
2,SWELL,LOBSTER
2,SWELL,LIGHT (WEIGHT)
2,SWELL,KILL
2,SWELL,ITCHY
2,SWELL,DIG
2,SWELL,CONGEAL (BLOOD)
2,SWELL,BLOW (WITH MOUTH)
2,SWELL,ASK (REQUEST)
2,SWEET POTATO,CASSAVA
2,SWEET,SQUEEZE
2,SWEET,SOW SEEDS
2,SWEET,LION
2,SWEET,IRON
2,SWEET,GENTLE
2,SWEET,FODDER
2,SWEET,CARRY ON SHOULDER
2,SWEET,CANDY
2,SWEEP,WRITE
2,SWEEP,TWIST (TOGETHER)
2,SWEEP,TWIST
2,SWEEP,TRAVERSE
2,SWEEP,THREE
2,SWEEP,TEAR (SHRED)
2,SWEEP,STEAL
2,SWEEP,SQUEEZE
2,SWEEP,SPLIT
2,SWEEP,SLEEP
2,SWEEP,SET (HEAVENLY BODIES)
2,SWEEP,SCATTER (SEEDS)
2,SWEEP,SACRIFICE
2,SWEEP,ROAST (SOMETHING)
2,SWEEP,RIPEN
2,SWEEP,RESEMBLE
2,SWEEP,PIG
2,SWEEP,LOOK FOR
2,SWEEP,LOCK
2,SWEEP,LEAD (GUIDE)
2,SWEEP,FLOWER
2,SWEEP,FAT (OBESE)
2,SWEEP,FAN (OBJECT)
2,SWEEP,DRY UP
2,SWEEP,DRAW MILK
2,SWEEP,DONATE
2,SWEEP,DIMINISH
2,SWEEP,CUT
2,SWEEP,CRAWL
2,SWEEP,COOK (SOMETHING)
2,SWEEP,COME BACK
2,SWEEP,CLEAN (SOMETHING)
2,SWEEP,CARRY PERSON ON BACK
2,SWEEP,ABUSE
2,SWEAR,CURSE
2,SWAY,WALK (TAKE A WALK)
2,SWAY,JOG (SOMETHING)
2,SWARM (OF BIRDS),HERD (SOMETHING)
2,SWARM (OF BIRDS),AMOUNT
2,SWAMP,SPRING OR WELL
2,SWALLOW,HICCOUGH
2,SWALLOW,GO DOWN (DESCEND)
2,SUSPECT,BLAME
2,SURPASS,QUIET
2,SURPASS,DREAM
2,SUN,YOUR (SINGULAR)
2,SUN,THUMB
2,SUN,TARO
2,SUN,SUMMER
2,SUN,SMALLPOX
2,SUN,SAND
2,SUN,RAIN (RAINING)
2,SUN,ONE
2,SUN,MOTHER
2,SUN,MOSQUITO
2,SUN,MONTH
2,SUN,MILK
2,SUN,MEAT
2,SUN,LIGHT (COLOR)
2,SUN,KNIFE
2,SUN,HEAVY
2,SUN,HEAD
2,SUN,FIRE
2,SUN,FAR
2,SUN,EVENING
2,SUN,DRY SEASON
2,SUN,DOG
2,SUN,COOK (SOMETHING)
2,SUN,BAMBOO
2,SUN,AFTERNOON
2,SUMMIT,CAP
2,SUIT,ORDER
2,SUIT,CHECK
2,SUGAR PALM,GEBANG PALM
2,SUGAR CANE,TURTLE
2,SUGAR CANE,MOTHER'S SISTER
2,SUGAR CANE,GUTS
2,SUGAR,HONEY
2,SUCK,WEAVE
2,SUCK,TUMBLE (FALL DOWN)
2,SUCK,TRAVERSE
2,SUCK,SWEET
2,SUCK,SWEEP
2,SUCK,STEAL
2,SUCK,SPREAD OUT
2,SUCK,SMOKE (EXHAUST)
2,SUCK,SLEEP
2,SUCK,SHIVER
2,SUCK,SCATTER (SEEDS)
2,SUCK,SACRIFICE
2,SUCK,RUB
2,SUCK,ROAST (SOMETHING)
2,SUCK,RIPEN
2,SUCK,RESEMBLE
2,SUCK,POUR
2,SUCK,MILK
2,SUCK,INCREASE
2,SUCK,GRASS
2,SUCK,FAT (OBESE)
2,SUCK,FAN (OBJECT)
2,SUCK,"DWELL (LIVE, RESIDE)"
2,SUCK,DRY UP
2,SUCK,DRAW (WATER)
2,SUCK,DONATE
2,SUCK,DO
2,SUCK,DIMINISH
2,SUCK,DIE
2,SUCK,CUT
2,SUCK,CRAWL
