distance,concept1,concept2,#lan,relation
7.187098979949951,head,hair,17,AtLocation,PartOf,RelatedTo
7.187098979949951,head,hair,17,AtLocation,PartOf,RelatedTo
7.187832355499268,ready,ripe,3,RelatedTo
7.190404415130615,light,morning,2,RelatedTo
7.194878101348877,fan,blow,2,RelatedTo
7.195569038391113,foot,sole,3,PartOf
7.19857931137085,roll,tumble,5,RelatedTo
7.199371337890625,tree,root,7,AtLocation,RelatedTo
7.199371337890625,tree,root,7,AtLocation,RelatedTo
7.200165748596191,father,king,2,RelatedTo
7.200247287750244,body,nose,3,PartOf,RelatedTo
7.200247287750244,body,nose,3,PartOf,RelatedTo
7.204863548278809,grass,hay,53,RelatedTo
7.207225799560547,place,bed,4,IsA,RelatedTo
7.207225799560547,place,bed,4,IsA,RelatedTo
7.210230350494385,feather,wing,71,EtymologicallyRelatedTo,RelatedTo
7.210230350494385,feather,wing,71,EtymologicallyRelatedTo,RelatedTo
7.212888717651367,needle,pin,33,RelatedTo
7.214240074157715,back,spine,18,PartOf
7.215590476989746,eat,rice,6,RelatedTo
7.218858242034912,bee,fly,6,Antonym,RelatedTo
7.218858242034912,bee,fly,6,Antonym,RelatedTo
7.2207818031311035,big,hill,7,RelatedTo
7.222324371337891,earth,mud,16,RelatedTo
7.222575664520264,hen,chicken,48,Antonym,DistinctFrom,RelatedTo
7.222575664520264,hen,chicken,48,Antonym,DistinctFrom,RelatedTo
7.222575664520264,hen,chicken,48,Antonym,DistinctFrom,RelatedTo
7.225351333618164,size,weight,2,RelatedTo
7.226068019866943,hand,fingernail,3,PartOf
7.230259895324707,mouth,drink,5,RelatedTo
7.234625339508057,wool,sheep,8,HasA,RelatedTo
7.234625339508057,wool,sheep,8,HasA,RelatedTo
7.235762596130371,place,chair,18,IsA,RelatedTo
7.235762596130371,place,chair,18,IsA,RelatedTo
7.237884998321533,hole,bury,4,RelatedTo
7.238997936248779,mountain,rock,2,AtLocation,RelatedTo
7.238997936248779,mountain,rock,2,AtLocation,RelatedTo
7.247512340545654,edge,lip,28,RelatedTo
7.249300956726074,salt,sea,57,HasA,RelatedTo
7.249300956726074,salt,sea,57,HasA,RelatedTo
7.251384258270264,car,bus,5,IsA
7.253638744354248,sky,weather,20,RelatedTo
7.255640983581543,cloud,fog,179,RelatedTo
7.259700775146484,sky,god,14,RelatedTo
7.260677814483643,yellow,banana,2,HasProperty,RelatedTo
7.260677814483643,yellow,banana,2,HasProperty,RelatedTo
7.261069297790527,green,glass,3,HasProperty
7.262450218200684,hear,smell,12,Antonym,DistinctFrom
7.262450218200684,hear,smell,12,Antonym,DistinctFrom
7.262450218200684,hear,smell,22,Antonym,DistinctFrom
7.262450218200684,hear,smell,22,Antonym,DistinctFrom
7.262450218200684,smell,hear,3,DistinctFrom
7.26471471786499,see,smell,2,DistinctFrom
7.26542329788208,body,bone,4,RelatedTo
7.266036033630371,thought,memory,5,RelatedTo
7.270936489105225,worm,caterpillar,3,RelatedTo
7.271568775177002,female,mother,5,RelatedTo
7.273205757141113,ear,earring,4,AtLocation,DerivedFrom
7.273205757141113,ear,earring,4,AtLocation,DerivedFrom
7.273225784301758,ash,fire,7,RelatedTo
7.2883219718933105,chain,necklace,8,RelatedTo
7.291467189788818,stick,wood,20,RelatedTo
7.294098854064941,forest,country,3,AtLocation
7.294112682342529,throw,cast,2,EtymologicallyRelatedTo
7.296661376953125,small,baby,8,RelatedTo
7.2997822761535645,nail,pin,4,RelatedTo
7.310112953186035,tree,firewood,29,RelatedTo
7.310482978820801,temple,church,10,RelatedTo
7.314468860626221,hot,fire,10,HasProperty,NotHasProperty,RelatedTo
7.314468860626221,hot,fire,10,HasProperty,NotHasProperty,RelatedTo
7.314468860626221,hot,fire,10,HasProperty,NotHasProperty,RelatedTo
7.314854621887207,hot,sun,2,RelatedTo
7.317840576171875,wind,fire,4,RelatedTo
7.319614887237549,float,swim,86,RelatedTo
7.320659637451172,lightning,electricity,2,RelatedTo
7.3275980949401855,hole,door,3,RelatedTo
7.330692291259766,lazy,idle,3,RelatedTo
7.333310604095459,plant,grass,53,IsA,RelatedTo
7.333310604095459,plant,grass,53,IsA,RelatedTo
7.334496021270752,hour,clock,119,RelatedTo
7.3401103019714355,skin,hide,3,RelatedTo
7.341272354125977,spit,cold,2,CausesDesire
7.34299898147583,rope,lasso,2,IsA
7.346721649169922,near,narrow,2,EtymologicallyRelatedTo
7.347091197967529,small,egg,5,RelatedTo
7.3479695320129395,insect,caterpillar,6,RelatedTo
7.348456382751465,urge,drive,6,RelatedTo
7.350584030151367,hot,drink,3,RelatedTo
7.350924015045166,table,plate,4,AtLocation,RelatedTo
7.350924015045166,table,plate,4,AtLocation,RelatedTo
7.351567268371582,clay,pot,2,MadeOf,RelatedTo
7.351567268371582,clay,pot,2,MadeOf,RelatedTo
7.352804660797119,rise,east,4,RelatedTo
7.355513095855713,knife,saw,2,RelatedTo
7.3587846755981445,bow,rainbow,7,DerivedFrom
7.359371662139893,leg,muscle,2,AtLocation
7.361443519592285,precipice,edge,5,RelatedTo
7.362215042114258,five,arm,34,RelatedTo
7.363583564758301,feather,pen,23,EtymologicallyRelatedTo
7.364218711853027,forest,wood,18,RelatedTo
7.366471290588379,few,child,2,RelatedTo
7.366525173187256,star,character,2,RelatedTo
7.367323875427246,plant,harvest,4,Antonym
7.368489742279053,vegetables,harvest,2,RelatedTo
7.369618892669678,small,child,11,RelatedTo
7.369618892669678,small,child,20,RelatedTo
7.38174295425415,sun,fire,2,RelatedTo
7.382862567901611,cast,iron,2,ReceivesAction,RelatedTo
7.382862567901611,cast,iron,2,ReceivesAction,RelatedTo
7.383985996246338,bow,crossbow,5,DerivedFrom
7.3878173828125,side,cheek,2,RelatedTo
7.399571895599365,sharp,sword,2,HasProperty,RelatedTo
7.399571895599365,sharp,sword,2,HasProperty,RelatedTo
7.399620056152344,flat,board,5,RelatedTo
7.401832103729248,darkness,evening,6,RelatedTo
7.404992580413818,fire,campfire,28,DerivedFrom
7.405810356140137,mud,land,2,RelatedTo
7.4066162109375,medicine,poison,14,Antonym,RelatedTo
7.4066162109375,medicine,poison,14,Antonym,RelatedTo
7.407322406768799,house,court,2,RelatedTo
7.415226459503174,skin,flesh,5,RelatedTo
7.422268867492676,give,sun,2,RelatedTo
7.422361373901367,person,daughter,2,RelatedTo
7.423977375030518,male,penis,4,PartOf
7.424784183502197,person,animal,6,Antonym,DistinctFrom
7.424784183502197,person,animal,6,Antonym,DistinctFrom
7.428813934326172,high,heaven,4,RelatedTo
7.43217134475708,boar,sow,19,RelatedTo
7.447932720184326,thunder,cloud,5,RelatedTo,UsedFor
7.447932720184326,thunder,cloud,5,RelatedTo,UsedFor
7.44868803024292,roof,thatch,40,AtLocation
7.449363708496094,arm,sleeve,2,RelatedTo
7.4553141593933105,field,grass,6,AtLocation,RelatedTo
7.4553141593933105,field,grass,6,AtLocation,RelatedTo
7.458034515380859,saucer,plate,27,DistinctFrom,RelatedTo
