distance,concept1,concept2,#lan,relation
6.770599842071533,middle,between,6,RelatedTo
6.772597312927246,grass,pasture,24,RelatedTo
6.775257587432861,knife,sword,7,RelatedTo
6.775257587432861,knife,sword,27,RelatedTo
6.777271270751953,flee,hide,4,RelatedTo
6.778372764587402,dinner,eat,4,AtLocation,RelatedTo
6.778372764587402,dinner,eat,4,AtLocation,RelatedTo
6.779044151306152,hold,embrace,15,RelatedTo
6.782415866851807,face,eye,36,AtLocation,PartOf,RelatedTo
6.782415866851807,face,eye,36,AtLocation,PartOf,RelatedTo
6.782415866851807,face,eye,36,AtLocation,PartOf,RelatedTo
6.783226490020752,ankle,foot,4,RelatedTo
6.783360958099365,age,year,88,RelatedTo
6.7908735275268555,mind,memory,10,RelatedTo
6.792349338531494,ankle,heel,17,RelatedTo
6.793530464172363,edge,shore,60,RelatedTo
6.794187068939209,buy,market,5,RelatedTo
6.797173976898193,earth,space,2,Antonym,DistinctFrom,RelatedTo
6.797173976898193,earth,space,2,Antonym,DistinctFrom,RelatedTo
6.797173976898193,earth,space,2,Antonym,DistinctFrom,RelatedTo
6.797325611114502,open,door,2,CapableOf,RelatedTo
6.797325611114502,open,door,2,CapableOf,RelatedTo
6.798910617828369,elbow,hand,3,RelatedTo
6.8000712394714355,road,path,133,RelatedTo
6.800654411315918,take,eat,3,RelatedTo
6.801025390625,hair,skin,2,RelatedTo
6.801025390625,skin,hair,2,AtLocation
6.801025390625,skin,hair,4,AtLocation
6.801458358764648,dark,red,3,RelatedTo
6.8017401695251465,meat,animal,20,HasA
6.805697917938232,ask,beg,2,RelatedTo
6.811604022979736,father,king,2,RelatedTo
6.813172340393066,kid,child,2,RelatedTo
6.816884517669678,wound,cut,2,RelatedTo
6.819139003753662,late,behind,9,RelatedTo
6.819641590118408,part,room,2,RelatedTo
6.820752143859863,wash,clean,3,RelatedTo
6.821371078491211,go,climb,2,Antonym,RelatedTo
6.821371078491211,go,climb,2,Antonym,RelatedTo
6.824661731719971,smell,smoke,2,RelatedTo
6.825298309326172,bird,animal,15,Antonym,DistinctFrom,RelatedTo
6.825298309326172,bird,animal,15,Antonym,DistinctFrom,RelatedTo
6.825298309326172,bird,animal,15,Antonym,DistinctFrom,RelatedTo
6.827208995819092,leg,foot,349,RelatedTo
6.827365398406982,person,body,9,RelatedTo
6.833695888519287,tear,break,14,RelatedTo
6.8380632400512695,wolf,fox,4,RelatedTo
6.839260578155518,power,powerful,3,DerivedFrom
6.840475082397461,big,heavy,4,RelatedTo
6.840912342071533,deep,bottom,5,RelatedTo
6.841705322265625,lift,carry,10,RelatedTo
6.841995716094971,boar,pig,46,RelatedTo
6.844395160675049,come,eye,3,RelatedTo
6.84688663482666,open,close,2,Antonym,DistinctFrom,RelatedTo
6.84688663482666,open,close,2,Antonym,DistinctFrom,RelatedTo
6.84688663482666,open,close,2,Antonym,DistinctFrom,RelatedTo
6.851398468017578,edge,boundary,18,RelatedTo
6.851541996002197,shut,door,3,RelatedTo
6.854091644287109,darkness,shade,2,RelatedTo
6.860211372375488,elbow,arm,6,RelatedTo
6.863048553466797,name,person,3,HasA,RelatedTo
6.863048553466797,name,person,3,HasA,RelatedTo
6.8642120361328125,wind,storm,28,RelatedTo
6.864537715911865,hard,heavy,3,RelatedTo
6.865170001983643,itch,scratch,5,MotivatedByGoal
6.875915050506592,earn,work,2,RelatedTo
6.876107692718506,dance,song,2,Antonym,RelatedTo
6.876107692718506,dance,song,2,Antonym,RelatedTo
6.88051176071167,toe,foot,5,RelatedTo
6.88181734085083,few,child,2,RelatedTo
6.88238525390625,age,old,6,RelatedTo
6.888162612915039,law,court,6,RelatedTo
6.889828205108643,cloud,fog,179,RelatedTo
6.8914690017700195,take,drink,3,RelatedTo
6.892721652984619,send,pay,2,RelatedTo
6.8939104080200195,side,country,8,RelatedTo
6.895698547363281,pull,split,3,RelatedTo
6.896613121032715,jaw,chin,67,RelatedTo
6.89738655090332,ride,drive,16,Antonym,RelatedTo
6.89738655090332,ride,drive,16,Antonym,RelatedTo
6.897499084472656,deny,forbid,7,RelatedTo
6.897831916809082,fish,fishing,3,DerivedFrom,RelatedTo
6.897831916809082,fish,fishing,3,DerivedFrom,RelatedTo
6.898833274841309,field,ground,9,RelatedTo
6.899038791656494,speech,word,47,RelatedTo
6.899219036102295,cow,meat,2,RelatedTo
6.899649143218994,spirit,god,2,IsA,RelatedTo
6.899649143218994,spirit,god,2,IsA,RelatedTo
6.906524181365967,open,look,4,RelatedTo
