concept 1,concept 2,language weight,similarity
lip,point,6,0.08436759639376464
burn,fill,6,0.12745753330560475
fruit,harvest,6,0.3933255138062775
throw,divorce,6,0.01645223455274558
penis,testicles,6,0.48214487521196037
weigh,scales,6,0.29931420421024324
low,small,6,0.16365783497097625
skin,clan,6,0.02058009903257756
outside,back,6,0.14425871770847165
put,cook,6,0.07031117988219865
embrace,brood,6,0.07150965735676075
scar,footprint,6,0.1802757510323946
connect,knit,6,0.07743799840229787
flower,heart,6,0.14556394442917003
leaf,ear,6,0.07772341439471521
fire,tail,6,0.017626565660610827
shell,leather,6,0.1076321142198843
leaf,letter,6,0.05742879894335977
cover,close,6,0.14371910434460303
bite,cooked,6,0.15565394139308086
insect,caterpillar,6,0.3975789004843492
lip,smell,6,0.10137335782615714
sprout,shoe,6,0.10536760929971324
our,yes,6,0.019883167754520373
lake,pond,6,0.4737815121974096
letter,pattern,6,0.06659497873548507
ride,sit,6,0.2618918300766694
high,sky,6,0.09927785999753233
bait,food,6,0.18118959279014565
louse,lake,6,0.07922490572810005
louse,cut,6,0.1724744339803797
tail,end,6,0.22992951021448485
church,mosque,6,0.30466361108564227
skin,peel,6,0.09367017965222382
cure,preserve,6,0.1031666408192532
darkness,evening,6,0.10720558920722441
waist,belt,6,0.42431436069944767
drive,move,6,0.216959046518711
bee,fly,6,0.30407251263673896
young,unripe,6,0.07937149557533212
stand,last,6,0.0950827982379957
reed,hay,6,0.16873213164653694
head,gourd,6,0.20119259651778817
stand,dwell,6,0.222200646032115
immediately,suddenly,6,0.18986006707152317
shoot,stab,6,0.28216094979491096
dry,egg,6,0.07627564133205463
smooth,slip,6,0.18114950737592128
two,with,6,0.08344573163478076
price,dowry,6,0.12117221781584013
carry,pull,6,0.1650496448251618
yellow,blue,6,0.5445896354536229
horn,cup,6,0.16864844321900788
kid,goat,6,0.43275039712876695
carry,give,6,0.17359963659991143
open,bloom,6,0.09345718392533459
skin,meat,6,0.2553224275357775
fight,shoot,6,0.22610914995534898
car,machine,6,0.2909905275359573
open,uncover,6,0.0978955453870026
year,leaf,6,0.04065694324185573
year,grass,6,0.044756897720731714
cure,medicine,6,0.2322393368907445
sick,listen,6,0.1580679885801937
mule,horse,6,0.5312358806571225
body,meat,6,0.13404471731866244
place,mainland,6,0.09489746476532261
ready,good,6,0.08174482274506485
willow,pasture,6,0.19101543861801182
medicine,tobacco,6,0.1139364560874511
bamboo,fat,6,0.08941777888768099
medicine,pill,6,0.1609334109686415
fly,honey,6,0.16865895720365817
waist,spade,6,0.07701431285360244
blood,water,6,0.28172451360724576
push,grind,6,0.04222938091958568
bake,stove,6,0.24738883098933362
eye,burn,6,0.01951819558478198
valley,arm,6,0.06716942052774363
see,house,6,0.13397664311966076
seed,dog,6,0.07359286112336329
take,marry,6,0.1281931192820282
house,in,6,0.1063798275996675
call,shriek,6,0.10070967726970925
promise,bless,6,0.17798172252615876
climb,creep,6,0.32910415991293435
and,where,6,0.060204627828245705
shelf,table,6,0.3692568275846365
blacksmith,forge,6,0.33908583600343545
seed,fire,6,0.04439419028352528
good,fat,6,0.0876429727741866
seed,tail,6,0.059545561426055375
earth,ten,6,0.0259115616953585
deny,no,6,0.29850555845929044
admit,promise,6,0.07441604186817749
speak,preach,6,0.2758784913840229
my,your,6,0.5276057160686775
speak,scold,6,0.17851125035430965
mind,intention,6,0.177334703717336
destroy,grind,6,0.08937135781959427
climb,crawl,6,0.362296167354706
my,their,6,0.18816494302634812
wide,broad,6,0.49593259841275766
wool,wave,6,0.014998255623956762
announce,preach,6,0.18413301896735437
wine,mead,6,0.2613644343206335
forgive,acquit,6,0.25745307663825956
carve,dig,6,0.23281877317268806
master,own,6,0.19785777231444515
shirt,skirt,6,0.38306066231847596
summer,autumn,6,0.6998072871680707
find,earn,6,0.22957401109384007
embers,fire,6,0.4843343509308906
child,clan,6,0.021646443088123732
summer,warm,6,0.3115548885340159
grandfather,father,6,0.5231553480345225
springtime,autumn,6,0.35656430754892193
change,answer,6,0.029308524298711384
father,male,6,0.10793206348576269
string,leash,6,0.18825850044123468
get,borrow,6,0.20943231985786484
village,home,6,0.1999934875485711
eat,rice,6,0.27254879857642345
village,clan,6,0.20164657403240205
mother,female,6,0.1941493240372257
come,approach,6,0.08330567221316801
flame,tongue,6,0.14949372165338018
come,give,6,0.27634911211432045
similar,same,6,0.42784082851270855
get,trap,6,0.1322762430502842
deceit,betray,6,0.2229021832634544
become,succeed,6,0.06619122327851572
between,gap,6,0.34518776144805635
believe,know,6,0.4338556820367749
here,at,6,0.0903005127058406
owner,lord,6,0.013388356698975248
bad,sick,6,0.1638632364338755
wash,wipe,6,0.4098546361600041
hole,inside,6,0.3131245623893803
take,dig,6,0.20019308432379979
wash,house,6,0.11273146640085499
mason,carpenter,6,0.34266472231181966
ditch,milk,6,0.007002353202509586
shallow,thin,6,0.28872487259499824
weave,knit,6,0.3367541967731571
field,hair,6,0.04559974837235032
taste,imitate,6,0.16993226673017167
say,talk,6,0.30391676690932456
weave,kill,6,0.05697646993894032
give,say,6,0.28384763884516456
meat,lime,6,0.2020477834590476
bad,demon,6,0.13432057217813176
deep,black,6,0.19950288868506816
sew,build,6,0.10310660250051891
sugar,sweet,6,0.20901982881919712
knife,axe,6,0.47873256972533074
mind,meaning,6,0.12575343491416663
say,i,6,0.472157792571347
sew,pierce,6,0.056914214482705484
sew,dig,6,0.22025530158935422
country,state,6,0.23643999094155244
precipice,wall,6,0.29017128316255025
furrow,milk,6,0.05857728650535096
see,moon,6,0.09443645468852697
plough,dig,6,0.3228717576006349
give,yes,6,0.19051688393338287
half,middle,6,0.20325576731064057
narrow,few,6,0.15055555086487968
precipice,reef,6,0.24068144558053567
wash,die,6,0.07562640346764846
believe,admit,6,0.2569033525450536
your,their,6,0.2268960250017209
word,name,6,0.35498394851756865
leather,stone,6,0.22051761619447124
loud,strong,6,0.16151022744195012
bracelet,wheel,6,0.1686147360474406
dust,land,6,0.10015247649894915
give,eye,6,0.03823008149230105
plough,cut,6,0.11163157074005284
shoe,stocking,6,0.35395203747814985
leather,skin,6,0.25368054330936324
give,marry,6,0.2285133480902057
sweep,scrape,6,0.11976218399326824
bottle,glass,6,0.46213004204220315
what,where,6,0.057884354197713615
tell,talk,6,0.40558692589705864
tell,convey,6,0.2199016284981129
rub,squeeze,6,0.2128003632621791
true,right,6,0.1205777932493511
speak,answer,6,0.24047978214978016
vegetables,grass,6,0.3510677814164998
parents,relatives,6,0.427100006131815
sail,splash,6,0.15558234841086174
trap,noose,6,0.16115945160089926
be,correct,6,0.17073856835718462
jump,traverse,6,0.10336903549464349
learn,announce,6,0.14542594854295215
dwell,become,6,0.019365967582987663
burn,shoot,6,0.21492774907807136
voice,noise,6,0.27608067872764963
run,retreat,6,0.06853534518032196
pay,answer,6,0.1576893028858801
son,child,6,0.40843234013553176
parents,ancestors,6,0.30760951286963223
move,leave,6,0.25664214113472533
sing,call,6,0.22357720160850655
see,tear,6,0.037059696282261065
leave,divorce,6,0.09030264482609493
bake,boil,6,0.4394506476882248
big,father,6,0.0486803726336875
teach,tell,6,0.2908232977795631
season,day,6,0.31184782497424035
know,think,6,0.5146574389211223
barley,rye,6,0.554299205009299
draw,hit,6,0.05804195509405999
blow,shoot,6,0.16591644255520543
age,old,6,0.32867343076903976
pupil,teacher,6,0.49052568671794494
grandmother,granddaughter,6,0.3949770160159954
fall,break,6,0.23578041244701184
bark,clan,6,0.04967472964515139
see,seem,6,0.15381081952934014
sing,say,6,0.17099634890709295
noise,tone,6,0.10033518535640851
raw,eye,6,0.04316567308777459
measure,taste,6,0.058684310957710414
fear,mushroom,6,0.022020593898071573
measure,imitate,6,0.012078681289494922
imitate,leaf,6,0.0715317826036935
urge,drive,6,0.2618154532486429
nose,lime,6,0.12027323705711095
nail,peg,6,0.34735563387586027
burn,cook,6,0.14155215607694885
few,two,6,0.2906243618454354
pipe,pot,6,0.3146119818956995
conceive,think,6,0.31387216405885143
more,enough,6,0.12384827130089643
want,medicine,6,0.03131521137773674
buy,price,6,0.3616397659921004
dwell,sleep,6,0.0930126960645708
aunt,cousin,6,0.4549678398747091
new,now,6,0.08244911965931484
axle,club,6,0.008234720236392174
more,often,6,0.2815169049810618
bay,lagoon,6,0.36788715987393705
clever,know,6,0.24672190694298
suck,grind,6,0.22601409216031243
mow,harvest,6,0.13484324548604465
leave,retreat,6,0.14961505106218434
leave,flee,6,0.28687989481527654
grind,feed,6,0.1317756605961871
leave,ride,6,0.2147575525193712
rise,ride,6,0.0526773736758547
mushroom,wash,6,0.01759534221697223
understand,feel,6,0.35459519729464856
listen,smell,6,0.002822313088772271
grind,melt,6,0.1959214976320914
pair,twins,6,0.250614377204729
explain,preach,6,0.060866616563336445
smoke,steam,6,0.24494442454582072
guest,relatives,6,0.18533518104855137
arrow,reed,6,0.21401176872358504
grind,split,6,0.13850725896168037
second,two,6,0.14659737714752807
intestines,hide,6,0.028413584416058322
work,build,6,0.18465317266755024
voice,say,6,0.17532169255294858
increase,surpass,6,0.1137473563057982
bright,crow,6,0.01548693532098702
money,scale,6,0.09653391387199056
iron,knife,6,0.14454078931064165
understand,learn,6,0.46458081118589667
flour,bread,6,0.42153377432089817
last,after,6,0.2730002076790921
grain,rye,6,0.32829960455976076
hold,touch,6,0.1709989268209281
mistake,blame,6,0.2592001020881413
field,grass,6,0.14264967024448943
come,fire,6,0.07447170896730933
person,clan,6,0.09991706939253703
thing,word,6,0.21201992964342145
walk,enter,6,0.11180661876818096
female,daughter,6,0.1584517458196864
person,animal,6,0.1310125648267334
close,fill,6,0.004675271968676353
time,sun,6,0.040360997246741234
many,not,6,0.07308867503774309
remember,think,6,0.4760293061947596
physician,magician,6,0.2161845331415729
cabbage,rabbit,6,0.2992685390306232
chicken,tree,6,0.08708154386678016
walk,ride,6,0.5036650522773902
small,some,6,0.14337784485578278
bead,seed,6,0.006678948295401592
have,dwell,6,0.07946855284531731
braid,hair,6,0.2811650628782006
thing,animal,6,0.12256127609458445
outside,up,5,0.14362736592876638
yard,court,5,0.23062209026213912
pull,steal,5,0.19489340877523215
see,think,5,0.38470991674343324
door,path,5,0.14524519416886275
board,beam,5,0.044803783522889565
cold,winter,5,0.36397551477023493
outside,courtyard,5,0.3190136902362168
pull,root,5,0.17070694035625988
see,eat,5,0.23637866832649146
room,family,5,0.09321445024914182
pull,kill,5,0.24597495076221484
buttocks,guts,5,0.3268469949181388
stand,do,5,0.1592448830058094
see,cut,5,0.007692375192693017
sap,glue,5,0.1740382662298895
arrow,blow,5,0.29134140047064916
chest,liver,5,0.24603477661857232
hear,ask,5,0.31949265875045324
cease,end,5,0.0771198622077879
chest,lung,5,0.42690749150606155
grain,maize,5,0.40475993434672736
warm,heat,5,0.2630185593309431
hold,fight,5,0.13570886002300095
remain,halt,5,0.04876871610433612
grain,eye,5,0.03679449486825292
dog,cat,5,0.49804729163086564
wheat,white,5,0.1053452863333904
middle,distance,5,0.08871517592709477
ash,mosquito,5,0.2150577303871199
hear,name,5,0.08140192145842906
hold,build,5,0.11404929315070479
corner,end,5,0.24520545106422498
rye,oat,5,0.5311357968375832
warm,left,5,0.054977908237209834
get,gather,5,0.18075550313341812
toe,foot,5,0.42141890004798754
gather,wrap,5,0.17724459922193386
copper,mead,5,0.02607611531216546
black,grey,5,0.4006389861051648
bow,summer,5,0.03500445836886634
ask,ball,5,0.011196359480982642
bottom,down,5,0.3439887453740591
cease,divorce,5,0.0467240415822898
get,choose,5,0.18297141448108567
breast,rope,5,0.12884358383900726
cultivate,work,5,0.07727268356815893
cultivate,build,5,0.2641138607308843
ash,charcoal,5,0.33406894226317513
wet,white,5,0.11338520881401186
earth,plain,5,0.04629324350156306
kidney,fruit,5,0.06378131216860157
rub,scratch,5,0.33208453711339364
morning,forenoon,5,0.5090071702376912
twist,crooked,5,0.19456141613304428
plough,split,5,0.09662521025496584
morning,night,5,0.5801867234019229
cease,die,5,0.1746685978245973
bitter,taro,5,0.10430594091235075
chime,strike,5,0.14292445665105963
hold,rule,5,0.12797686557262983
machine,motor,5,0.41346038342146707
seed,tooth,5,0.16867896304021052
top,roof,5,0.46339384008552786
arm,sea,5,0.13041062356517802
cease,bury,5,0.07330146831629931
bring,buy,5,0.19503765004903223
seed,woman,5,0.1975123161718863
ash,oven,5,0.17728526496219815
pig,ear,5,0.08618989029874273
top,above,5,0.24591947219768986
cabbage,mango,5,0.42350598645587695
fire,not,5,0.0414768703592042
earth,tell,5,0.06753962321277598
destroy,finish,5,0.07708779212264404
bright,door,5,0.06700024382726
watch,herd,5,0.1280816992361977
sky,day,5,0.06306354851305242
itch,kill,5,0.19922044745915704
soup,sky,5,0.08606210835608083
itch,scratch,5,0.26047196390989713
repair,improve,5,0.32816756998317803
have,i,5,0.43763555304865065
smoke,soot,5,0.377201208764443
share,steal,5,0.07900523214371613
car,cart,5,0.44730410135277515
pus,swamp,5,0.058969791113328035
sun,year,5,0.0830273364393278
sun,tooth,5,0.07144366836028442
poor,orphan,5,0.3575600539497274
weigh,heavy,5,0.18085314175865502
shine,twinkle,5,0.3123820615818516
wound,boil,5,0.07340766720296019
sick,sore,5,0.3259295934486579
sick,tired,5,0.38220326541744154
pond,well,5,0.03958197857722773
wine,beverage,5,0.4471416854959921
throw,dig,5,0.245019446789342
twist,weave,5,0.2875162628963227
three,four,5,0.7445909951065204
soft,easy,5,0.10348281855887854
vegetables,cabbage,5,0.45086510001732305
fat,marrow,5,0.3023212635070525
nut,grain,5,0.2065726764213195
chisel,knife,5,0.4593401775069132
chisel,knife,5,0.4593401775069132
stick,post,5,0.03924131649580656
bunch,broom,5,0.28787996107059777
peel,rub,5,0.059595259634629354
bright,lightning,5,0.21493416506092594
smell,feel,5,0.1592311551623372
wind,winter,5,0.23413896890451283
canoe,house,5,0.0838700597294825
buy,want,5,0.23406254040896518
snow,winter,5,0.4256097692213674
suck,melt,5,0.17751251194517229
buy,market,5,0.3543516027731656
food,lunch,5,0.13215048633225704
rotten,cabbage,5,0.29102480712651907
cloud,white,5,0.19635564102175174
rotten,cauliflower,5,0.2723087476779402
rain,weather,5,0.4127919802155953
cooked,plant,5,0.12008805229894678
rain,year,5,0.09399797149725536
rain,day,5,0.1593097974206438
sharpen,melt,5,0.07369407982695561
suck,stretch,5,0.09996371563682702
feel,try,5,0.19929121550346374
mango,cauliflower,5,0.5059887622212006
moon,dog,5,0.1296276436170229
dark,press,5,0.03558077626891024
roll,tumble,5,0.23339402702632897
borrow,catch,5,0.19264692350034177
row,splash,5,0.07682148398135047
six,fir,5,0.07507808829027535
smell,coarse,5,0.0890464969588607
water,sea,5,0.3797721346788994
bill,price,5,0.15033549469285598
rest,halt,5,0.12609510019488093
row,mix,5,0.021416832043228865
dark,heavy,5,0.2627657042787317
tiger,trousers,5,0.121931646658706
choke,wring,5,0.12304824046422362
canoe,trough,5,0.3004255942080498
clay,swamp,5,0.07433832183152601
healthy,correct,5,0.10839632741305119
vomit,twist,5,0.06040791599291769
place,town,5,0.21258986165425414
pour,do,5,0.010778236891098173
fire,electricity,5,0.1530448269249604
sit,eat,5,0.3581912245467352
bite,sleep,5,0.12445860380396609
give,separate,5,0.0728194430698226
give,die,5,0.05727086070978961
give,kill,5,0.1382450542663891
give,see,5,0.09088450327707191
give,here,5,0.1608595604815024
push,dig,5,0.26387604334697434
sew,pour,5,0.06427390466912648
fire,fireplace,5,0.32525928383926794
seize,keep,5,0.09295961116740518
seize,embrace,5,0.13442251155326898
taste,smell,5,0.44557250291425843
seize,pinch,5,0.045674325747427774
bite,abuse,5,0.0870911247405652
give,honey,5,0.04280676972833755
bite,tooth,5,0.29445267738321773
sit,set,5,0.043506005017503166
sweet,honey,5,0.35017346668946414
uncle,cousin,5,0.5354198410877458
bite,bark,5,0.27504322363417755
ointment,tongue,5,0.135254279094549
pour,mold,5,0.20083834677019274
bite,dig,5,0.11862800352495595
extinguish,murder,5,0.012247956186097825
sit,stand,5,0.3473665194604932
veil,rag,5,0.15642549050851637
flame,red,5,0.28180156408232676
axe,dig,5,0.1782100154848478
cloak,blanket,5,0.5060245031747314
seize,touch,5,0.12334288636639663
lift,weigh,5,0.12428803455932597
put,gather,5,0.0222858259517417
hour,hit,5,0.06315305061117392
bury,do,5,0.12885597888216493
fur,leaf,5,0.1111707437278497
show,seem,5,0.27984619286259715
show,explain,5,0.36076137548607423
bury,cut,5,0.11055745470368024
bury,fasten,5,0.11676373173910239
cloth,shirt,5,0.27879416133062074
my,yes,5,0.28053603150796097
fur,skin,5,0.24081269983086243
show,visible,5,0.1441110223376391
place,floor,5,0.15865284128524057
mountain,fetch,5,0.05072441230411274
push,wipe,5,0.16555322113849708
push,urge,5,0.3106096458082111
grave,pit,5,0.20309922239362546
take,need,5,0.22925229656904636
take,work,5,0.14605819271325263
put,build,5,0.09688005639036862
weave,do,5,0.0804170641976715
weave,cut,5,0.045129461286765246
put,fold,5,0.005575397263704583
weave,braid,5,0.2085691235906454
put,plant,5,0.051202995830264
your,child,5,0.1943801716576219
sharp,bite,5,0.24760692363414769
stone,fruit,5,0.0942588241073216
sharp,thorn,5,0.19929636537520382
look,read,5,0.22008093163583875
your,child,5,0.1943801716576219
dew,snow,5,0.3607494031940052
corpse,flesh,5,0.10516783052760613
corpse,ghost,5,0.15999079968972552
take,fell,5,0.001569396169865864
cut,saw,5,0.020156875704058497
vine,root,5,0.20714542119734272
come,say,5,0.18987306531082745
female,mother,5,0.1941493240372257
hunt,kill,5,0.3285982130008945
cry,shriek,5,0.5196593326911428
sail,dive,5,0.018228474737349995
husband,chieftain,5,0.058113028720223794
charcoal,soot,5,0.45199616475271687
want,desire,5,0.25992427219914704
arrive,land,5,0.009139277723138793
buddha,write,5,0.007923769559326789
age,summer,5,0.12184589650896335
round,lead,5,0.047970598459076245
die,seven,5,0.011679727212602967
shoot,eat,5,0.23059445950749635
shoot,dig,5,0.24524634559964123
write,dig,5,0.1813340855553462
shoot,arrow,5,0.4097097141909011
side,rib,5,0.29237666997369166
gather,mix,5,0.24236907463821636
die,burn,5,0.11895646000464517
husband,marry,5,0.4441697755862068
sing,dig,5,0.10263304044447645
story,news,5,0.18455615823399663
speech,announce,5,0.08447597138120191
belly,pen,5,0.05777908973283554
armour,shield,5,0.40482585781379216
part,slice,5,0.08488906988582409
story,message,5,0.09218027161786803
want,do,5,0.3949759808007294
shield,mule,5,0.10424069378321005
big,thumb,5,0.2500571689901068
bait,worm,5,0.24395976358746158
cry,vomit,5,0.14696323185763205
old,ripe,5,0.21694748580847967
ghost,old,5,0.1089288121182458
leave,divide,5,0.03199769337752399
old,husband,5,0.09632800349347664
ambush,trap,5,0.2696879856196682
husband,friend,5,0.3754418507227876
temples,temple,5,0.5216766565764684
side,face,5,0.26360920582075503
low,deep,5,0.16995160518430577
write,drop,5,0.01666384233840522
kind,tribe,5,0.04950505855198359
bracelet,ring,5,0.31240205857925946
where,back,5,0.1356370838273295
taro,talk,5,0.06066583589645289
plain,furrow,5,0.12682632100490762
cave,grave,5,0.11131865248909034
narrow,thin,5,0.34624572495433403
tooth,eat,5,0.07055655301851173
bamboo,comb,5,0.22963809441226343
pointed,end,5,0.16851205483104575
no,yes,5,0.24292345649945496
foot,wheel,5,0.24405908170541307
eat,your,5,0.1452760980763158
scratch,set,5,0.01759983472827294
small,egg,5,0.1650582210074145
barking,blow,5,0.09661529648933714
precipice,edge,5,0.4300127149433915
arrive,become,5,0.03940628796867209
hemp,faeces,5,0.04601164718373682
cattle,calf,5,0.20605379579178992
dust,clay,5,0.19306712016808572
rabbit,mango,5,0.20157404618817804
speech,news,5,0.10911386663602933
speech,talk,5,0.16020315892762652
die,sharpen,5,0.10527552801059903
eat,dig,5,0.2889470127539362
dust,flour,5,0.19814847807340016
edge,beside,5,0.28155039042389385
who,name,5,0.1582145289429476
rescue,protect,5,0.19053704518718861
dust,field,5,0.08382180639349296
grass,cut,5,0.19571983883331345
eat,smoke,5,0.1682420314287454
prison,stable,5,0.1430413350948438
sister,friend,5,0.48742835361576936
old,not,5,0.005537563722963875
pointed,tip,5,0.2715044186682755
fruit,grain,5,0.2773433118217806
sing,speak,5,0.2731092303186105
spear,leaf,5,0.2678067450709126
spear,war,5,0.0677180318315036
relatives,friend,5,0.26689227445561703
broom,rake,5,0.16614728405137455
stove,chew,5,0.0717228199840463
goat,lamb,5,0.31418909079847934
flat,board,5,0.07865629054050353
daughter,nephew,5,0.5116184146425878
turn,twist,5,0.3541477231297228
she,thou,5,0.1522732872219881
straight,vertical,5,0.33634539735314434
goat,skin,5,0.2929928864420426
deep,bottom,5,0.35752584420187716
eye,unripe,5,0.0035098490532165195
i,mother,5,0.2904389406073446
i,bird,5,0.06212081084708604
son,niece,5,0.41536670286878197
go,shoe,5,0.03871547795290281
i,be,5,0.11819992167533139
leave,pass,5,0.16514726629979765
measure,fathom,5,0.029986502602801682
thin,lean,5,0.3071522436385624
say,command,5,0.037094480265580335
bad,damage,5,0.1236278701939875
grandson,descendants,5,0.37225542441478876
say,think,5,0.5510158226160288
granddaughter,descendants,5,0.21656135003931345
say,admit,5,0.17047965084048353
granddaughter,child,5,0.17651580036927722
bay,port,5,0.3243137020906344
bad,mistake,5,0.1888724140304557
ancestors,descendants,5,0.5163796582223861
new,nine,5,0.1276612347066234
knife,iron,5,0.14454078931064165
chieftain,powerful,5,0.2127349089380964
nephew,uncle,5,0.5839265582776506
wrong,evil,5,0.35426474586584034
hoe,end,5,0.07964938110976806
broom,brush,5,0.35307287239766044
thou,he,5,0.1246184739669917
wrong,miss,5,0.12366648322608471
thou,breast,5,0.049178070284010715
club,stick,5,0.1659514877781225
east,morning,5,0.05918735052413638
marry,sleep,5,0.14532826102694024
empty,skin,5,0.01938886724516691
beautiful,sweet,5,0.3753863727287173
lightning,umbrella,5,0.10645153528627059
battle,army,5,0.18942897909585416
evil,damage,5,0.1131422071520768
hook,anchor,5,0.27826176119125945
shout,word,5,0.06202204266940059
young,baby,5,0.30213983257486715
spear,stab,5,0.2905724554981261
salt,lamb,5,0.04234847691911352
dance,resemble,5,0.06064114225977091
spear,axe,5,0.41009664010073354
run,hurry,5,0.24823306863766448
young,child,5,0.3181776301579013
hand,thumb,5,0.46818827416659536
thick,fat,5,0.20413946028720692
thou,rat,5,0.02042832617974731
they,that,5,0.2756468214635651
thou,they,5,0.13213162163143427
pestle,handle,5,0.09771386763765572
beard,hair,5,0.5384407040390992
table,dish,5,0.2688882598151708
plain,smooth,5,0.25271644552057887
run,dash,5,0.12191006881693534
want,speak,5,0.26318585775891495
fault,cause,5,0.15465396401929685
head,roof,5,0.17175081656359964
tell,ten,5,0.09026315685030417
kill,sharpen,5,0.17033550091961255
fault,crime,5,0.2251549909621242
they,two,5,0.05090133984961266
move,change,5,0.15587181389252444
kill,hide,5,0.18605660901382098
beautiful,healthy,5,0.26562790595769714
pine,candle,5,0.09209748683602974
area,fringe,5,0.16690306394034551
walk,cut,5,0.07857163164202376
come,shoot,5,0.20346075891547952
valley,pasture,5,0.2606351731906077
jaw,beard,5,0.17296690098006698
fish,mother,5,0.06062540148760249
people,family,5,0.12519756542263893
mouth,drink,5,0.08553149836147396
light,white,5,0.25234982401428036
people,country,5,0.38821668897127143
surprised,fear,5,0.23057914968660673
frog,toad,5,0.3191373857721014
mouth,path,5,0.008183947905966781
come,dog,5,0.010976518079827257
mud,adobe,5,0.3353771878260002
do,cook,5,0.04435648948749408
grandfather,uncle,5,0.5494121227348784
praise,worship,5,0.22257085773661409
thunder,dragon,5,0.16554775833234556
faeces,wash,5,0.10460052696899019
many,bear,5,0.03172621561080366
coast,fringe,5,0.26000321248630703
stomach,shirt,5,0.02061350824933487
path,journey,5,0.1297065449065661
open,rub,5,0.09871566300538133
long,straight,5,0.20864563044288698
come,become,5,0.09820336823752626
heart,ghost,5,0.14780307866944378
breath,breathe,5,0.5564314487295229
heart,courage,5,0.18164402000264074
rib,shore,5,0.09413534611882883
rib,bone,5,0.4577536962622768
come,hand,5,0.07200136513452439
rib,lung,5,0.2108983787988227
work,make,5,0.12559530332126065
horn,pull,5,0.06399772963910526
master,powerful,5,0.0571061110815493
boundary,shore,5,0.2162333333964889
light,clear,5,0.22140981482918384
mosquito,sleep,5,0.014206673837321854
crowd,army,5,0.09346105988634312
deceit,wrong,5,0.1594847799045612
claw,fork,5,0.2537488204687859
claw,scratch,5,0.2775749359970741
claw,leg,5,0.2727220529750476
few,owe,5,0.02833204304691867
few,young,5,0.0785893682097406
imitate,study,5,0.07597814193826506
leg,tongue,5,0.12331166702680557
hide,steal,5,0.21161146045067997
short,round,5,0.21129747250507133
join,meet,5,0.25562764111111685
mother,this,5,0.015736173885275335
short,wide,5,0.20383505873861768
clean,innocent,5,0.20016178335164891
leg,hip,5,0.4742313577634358
village,island,5,0.26976940905817764
white,ice,5,0.18957751611055676
know,guess,5,0.42733979446142895
sword,scythe,5,0.3408669613171879
grandfather,grandparents,5,0.24095319678252286
blow,come,5,0.10944718636376052
think,idea,5,0.12244435287156145
nape,throat,5,0.35493988722188147
divide,cut,5,0.15094409921839907
fast,light,5,0.050891504875310786
cut,break,5,0.24335730450859835
yes,me,5,0.3586368279409011
house,camp,5,0.16238235951044783
cut,break,5,0.24335730450859835
slow,quiet,5,0.18718831470036723
guess,remember,5,0.27288534829263056
forbid,prevent,5,0.22852203536876317
king,judge,5,0.0762604835107967
many,five,5,0.16171882022834624
enemy,battle,5,0.24375275136775382
grandmother,bird,5,0.0937972238156406
house,eat,5,0.14343254231424019
louse,die,5,0.029451928329983876
scold,threaten,5,0.1558561506501839
because,how,5,0.2983251247030925
bone,stick,5,0.22426694216017293
dig,kill,5,0.20638830961027857
believe,understand,5,0.38390116090179516
bone,spine,5,0.4512909786277965
come,yes,5,0.18271766858730648
what,we,5,0.3040582622882024
thunder,cloud,5,0.3327716184908549
thought,memory,5,0.09668986478330473
kiss,embrace,5,0.36511489165749006
overcome,twist,5,0.06934498567317783
narrow,dive,5,0.056076124071434134
small,thin,5,0.2892101957572099
come,tongue,5,0.026977378636864183
louse,mountain,5,0.10612935381516082
scatter,do,5,0.09485661139105366
heavy,load,5,0.27703603180804304
louse,house,5,0.1285031208809632
louse,tooth,5,0.3015605098327851
small,fruit,5,0.11921618762197163
louse,head,5,0.20922963491906116
kiss,drink,5,0.2558827266143768
tree,beam,5,0.13644415338082286
flow,ride,5,0.03352839947888177
person,child,5,0.20738430532644608
what,one,5,0.06911399455038965
full,fill,5,0.22442679208710598
heavy,undress,5,0.03422707562168089
and,or,5,0.003920403067413502
how,when,5,0.12960856530795817
scold,blame,5,0.17714304524128613
ask,sick,5,0.12494017902913332
skin,fire,5,0.06369415672472432
what,when,5,0.17542138993957143
intestines,tea,5,0.004004091133180411
flow,sail,5,0.030010784928819565
egg,heart,5,0.00631071436566158
skin,goat,5,0.2929928864420426
skin,flesh,5,0.3437184413877261
egg,tooth,5,0.26165273722168786
laugh,sleep,5,0.1534676697725268
size,height,5,0.33984391367591793
ask,answer,5,0.38950254830672765
clothes,skirt,5,0.2764250174603352
thunder,sky,5,0.29454287060319584
high,above,5,0.253979770680419
high,tall,5,0.215277296020793
bone,comb,5,0.16839578329485969
skin,basket,5,0.07718430940040572
hole,mouth,5,0.2978468381049124
look,herd,4,0.02664725054329357
language,message,4,0.07842586347972408
sieve,strain,4,0.24632844051963276
stinking,spoil,4,0.12453345457933991
harvest,autumn,4,0.3786983153513036
alcohol,seed,4,0.020388202907020748
alcohol,heavy,4,0.044479615436538736
give,thou,4,0.14090824738950508
good,dear,4,0.2736609724512766
give,sacrifice,4,0.13323497409111315
fur,root,4,0.03445675625150648
say,build,4,0.07040051056198172
look,red,4,0.0376562161258361
boast,shiver,4,0.034769039107481796
fur,color,4,0.0833681035908141
