concept 1,concept 2,language weight,similarity
burn,bake,7,0.2368171755213793
try,bite,3,0.23681266261319409
betray,enemy,2,0.23678958626569738
precipice,shore,3,0.2366859903902721
light,burning,2,0.23667056603818248
light,burning,18,0.23667056603818248
snail,oysters,2,0.23657326348584587
bitter,poison,3,0.23657307333172428
blow,sweep,2,0.23650732258933635
country,state,6,0.23643999094155244
ash,bone,2,0.2364337274656727
see,eat,5,0.23637866832649146
feather,wing,71,0.23627138986831403
white,wood,2,0.23611246961426416
darkness,shade,2,0.2360277249175694
good,peace,2,0.23597166893764976
wet,splash,3,0.23594256266462937
defeat,surrender,3,0.23587642194311478
pour,rain,2,0.23586003413034373
age,day,2,0.23584305758097496
turtle,rabbit,2,0.23580530546642822
pull,crawl,2,0.23578668018011173
fall,break,6,0.23578041244701184
young,son,3,0.23559320648801402
i,this,2,0.23556263383147394
sharpen,scratch,3,0.2355263346481976
take,drink,3,0.23548338320190265
yolk,frog,2,0.23546637519972793
weak,lazy,16,0.2354552144563114
calf,meat,10,0.2353728790455487
crocodile,cauliflower,2,0.23537082120483024
bury,steal,2,0.2352813260713969
bead,iron,13,0.23522520563612895
dust,lime,2,0.23519871034600084
give,eat,2,0.2351860133700765
bead,tooth,3,0.2351683167141322
fight,you,4,0.23516518824321378
skin,clothes,2,0.23514178458049523
want,thirst,3,0.23513140426311288
eat,boil,2,0.2350679219992098
feather,beard,3,0.23506694288180044
gather,steal,3,0.23504503202544155
good,noble,8,0.23499445715811385
say,they,3,0.2349258938623654
hurry,soon,3,0.2348633674216975
try,yes,2,0.2348134121365095
sweep,scatter,2,0.2347892725357729
say,scold,2,0.2347797320115293
nut,seed,10,0.23471335457491477
roar,rustle,10,0.23468123789040615
slow,weak,2,0.23466631697254195
grass,nest,2,0.23463853341357283
waist,shovel,2,0.23451860902358299
lift,stand,2,0.2344946136898427
meat,rat,2,0.23440399898643247
nose,smell,3,0.2343568629842458
lagoon,swamp,4,0.23433944920563682
read,think,2,0.23433926021796003
say,accuse,2,0.23428296739612467
this,there,7,0.2342561926743287
wind,winter,5,0.23413896890451283
mother,sleep,2,0.23413810788549816
feather,bamboo,3,0.23407790773442777
buy,want,5,0.23406254040896518
blow,whistle,4,0.23406072260394123
grief,painful,2,0.23402725937778868
relatives,clan,18,0.23400532072993593
they,you,35,0.2340006895655374
room,wall,4,0.23399212966408528
good,what,2,0.23393989789628047
look,show,2,0.23392766798247908
sing,drink,3,0.2339144346880532
half,twice,2,0.2338922064866369
fringe,tip,2,0.23381239542598156
laugh,eat,2,0.23373488761199362
field,garden,45,0.2336666803454204
hear,want,3,0.23363320658395914
village,yard,3,0.23351678920067853
calf,shin,9,0.23349035087330405
roll,tumble,5,0.23339402702632897
where,at,3,0.23334417984138572
shoulder,ear,3,0.2333276219634731
weave,build,12,0.23328754521700176
man,old,2,0.23328682872696918
old,man,2,0.23328682872696918
bury,wash,2,0.2332364678268315
village,garden,3,0.23287661168029078
remain,wait,4,0.23287093028425454
master,head,14,0.23286724563649042
tail,animal,2,0.2328380388155123
smooth,blunt,3,0.23283345975812694
carve,dig,6,0.23281877317268806
ash,embers,3,0.23277213164754187
stick,wood,20,0.23267072947886117
soldier,guard,2,0.23257483364562734
try,say,2,0.23249882186423135
water,lake,11,0.23244602161032268
field,harvest,2,0.2323355314013081
cure,medicine,6,0.2322393368907445
louse,skin,4,0.23217344495994824
eat,me,2,0.2321651124256605
ash,sand,3,0.2321522823159575
hole,trap,4,0.23198797979376243
fear,die,2,0.23196485181533985
god,priest,2,0.23195854042392525
that,she,7,0.231846511264637
navel,middle,2,0.23180488975984864
fortress,wall,4,0.23179062268926007
crocodile,cabbage,2,0.231731278006617
oar,shovel,7,0.23171783522576223
crocodile,leaf,2,0.23163382581744432
taro,green,2,0.23160055319826958
get,hear,2,0.23159991604328647
pull,pair,3,0.23156255236501544
cook,roast,3,0.23152264141443937
hut,nest,3,0.23146122185282747
seize,borrow,3,0.2314490857279219
go,step,8,0.2312692398113545
sling,drum,2,0.23123631721820084
happy,good,4,0.23119231357536618
lime,pound,2,0.23117217645047541
itch,scrape,2,0.23114360985553303
thick,hole,2,0.2309858824140596
mix,spin,2,0.23085517756181229
trough,cup,3,0.23083681407847054
sow,pig,53,0.23072190396867576
yard,court,5,0.23062209026213912
shoot,eat,5,0.23059445950749635
surprised,fear,5,0.23057914968660673
throw,down,2,0.2305773028666389
spade,pasture,2,0.23049237225463146
twist,wrap,12,0.23045741635946104
person,wife,2,0.2304219154490759
turn,round,2,0.2304168628673708
faeces,dung,24,0.2304042763244286
swim,row,31,0.230380142884532
flow,river,2,0.23037902148248415
knock,crush,4,0.23035195385582033
fever,cold,4,0.23026772892530456
pray,curse,2,0.23013517586361715
soft,black,2,0.2300642461191715
tail,end,6,0.22992951021448485
tail,end,2,0.22992951021448485
send,finish,2,0.22992407757361405
hook,chin,2,0.22989685934641854
ointment,butter,2,0.22986696533225853
try,fight,2,0.22983897009156232
run,cut,2,0.2297952857059986
feather,wool,17,0.2297861153083661
rest,peace,3,0.22975922229843573
dog,tree,2,0.22966669253911554
word,letter,18,0.2296395845146564
bamboo,comb,5,0.22963809441226343
certain,correct,13,0.22959885625182536
burn,roast,119,0.22958671835284616
find,earn,6,0.22957401109384007
many,more,32,0.2294662140325216
walk,follow,3,0.22937701556952828
wound,pus,3,0.2293237519673526
hip,hand,2,0.22931141931432464
take,need,5,0.22925229656904636
look,meet,2,0.22922586641759773
nephew,child,4,0.2292030811380034
nephew,child,7,0.2292030811380034
servant,boy,2,0.2291965678546274
hole,fence,2,0.22918161676806983
dog,fish,3,0.2290505422250453
crooked,lame,4,0.22903618774610435
say,eat,3,0.2288520095370778
root,nose,9,0.2288081722078404
kiss,suck,46,0.2287584283316592
river,sand,2,0.22862733917161152
teach,explain,20,0.2285772387510416
come,hear,2,0.2285696460162607
put,wear,4,0.22854733055135093
forbid,prevent,5,0.22852203536876317
give,marry,6,0.2285133480902057
paddle,strap,2,0.22841270560343893
cook,fry,2,0.22828914106380363
bright,fragrant,4,0.22817486375924653
bite,ladle,4,0.2281371638374803
i,thou,8,0.22804576469596272
ash,blue,2,0.22804365126738088
light,star,2,0.22801372051997357
judgment,punishment,3,0.22799399395948758
sing,eat,2,0.22798625316504242
bitter,hard,2,0.22783374465266965
bring,give,11,0.22770976284555688
law,punishment,2,0.2276849632596803
when,where,9,0.22758986680982088
sit,do,3,0.2275285094558713
sick,die,11,0.22745322297167636
love,think,3,0.22743273731955868
love,think,2,0.22743273731955868
love,think,2,0.22743273731955868
year,springtime,3,0.22741965376319592
float,splash,3,0.227385360944396
believe,obey,14,0.227372453084368
pinch,rub,4,0.22733012990966078
forget,steal,3,0.22722001657658036
try,die,2,0.22712877582287755
embers,firewood,2,0.22705173903754497
your,their,73,0.2268960250017209
your,their,6,0.2268960250017209
carry,hold,13,0.2268936027361321
believe,guess,2,0.2267417821110515
temple,church,10,0.2266799081876775
gather,break,3,0.22667532458835535
bitter,hot,3,0.2266571058527768
wet,rotten,9,0.22657071570034293
tail,leaf,2,0.2265544192850726
pinch,roast,2,0.22654786925158646
take,your,4,0.22653914571422376
take,your,4,0.22653914571422376
rub,twist,3,0.22650850321917587
sharp,rough,4,0.22642796963571682
grind,pound,9,0.22636273413933417
tooth,gums,2,0.22630941145936215
skin,black,2,0.22626250042228463
dye,color,24,0.22626029874268577
long,tall,113,0.22613903006625374
white,lime,2,0.22613687936892718
fight,shoot,6,0.22610914995534898
bite,hit,3,0.22610164836596977
cultivate,dig,16,0.22603027073749926
suck,grind,6,0.22601409216031243
earth,mud,16,0.2259912470367623
head,bone,4,0.2259761164955209
light,blue,2,0.22592028253338092
gather,mow,11,0.22587000929762707
roof,blanket,2,0.22585948289275815
forest,leaf,2,0.22584829619540414
drink,smoke,15,0.22574290728136406
drink,smoke,2,0.22574290728136406
drink,smoke,3,0.22574290728136406
separate,split,13,0.22566599802752677
rub,eat,2,0.22554703777128457
you,no,2,0.22544654424653146
burn,smoke,3,0.22542531028115742
steal,knock,2,0.22542194413002728
sing,help,2,0.22541788345714991
field,pasture,12,0.22541536567682052
stupid,mute,9,0.2253710450429974
name,mother,2,0.22535894301641032
citizen,neighbour,4,0.2253548895681365
skin,fat,3,0.22534821047959994
fat,skin,2,0.22534821047959994
skin,fat,8,0.22534821047959994
mouth,palate,2,0.22523891666230061
fault,crime,5,0.2251549909621242
skull,head,22,0.2251166469791676
sew,twist,2,0.22508219676456645
because,when,4,0.2250579564130566
run,pursue,2,0.22488483042280807
mule,wheel,3,0.22480850433757082
slow,soft,4,0.2247171093664188
green,unripe,85,0.2246746031549178
try,squeeze,2,0.22463714732256818
suspect,blame,2,0.22461433128869424
dew,cold,2,0.22457460534080878
show,teach,11,0.22447701467605594
divide,scatter,2,0.22443507278766223
full,fill,5,0.22442679208710598
swim,sail,64,0.2244172110206443
choose,speak,2,0.2244016617452356
swallow,drink,8,0.22436387996347928
bury,hide,18,0.2242854702796108
leaf,branch,3,0.22428440541810263
tooth,foot,2,0.22427505589859126
give,drink,9,0.22427138988915332
bone,stick,5,0.22426694216017293
spin,twist,2,0.2242642185904706
twist,spin,25,0.2242642185904706
rainbow,belt,2,0.22423257980340552
chest,udder,2,0.2241665199749323
want,choose,2,0.22405489932007558
comb,rake,2,0.22401801522049178
cry,bird,2,0.2239763712570125
moon,candle,2,0.22392818482403268
grass,scatter,3,0.22367513285503887
bed,nest,9,0.2235797145083485
sing,call,6,0.22357720160850655
skin,sore,2,0.22344914658570836
clock,drum,2,0.2233284214649028
look,understand,4,0.2233160994961161
water,beverage,29,0.22322756779742942
love,want,40,0.2232227963386633
i,sleep,3,0.22313891478398692
love,ask,3,0.22310882369033122
watery,pure,3,0.2231000630223684
blood,wash,2,0.22306902422446886
kid,child,2,0.2230662040254462
spear,tree,8,0.22302177616566035
rub,split,2,0.2229099503608192
deceit,betray,6,0.2229021832634544
cooked,fruit,2,0.2227009556427629
time,age,39,0.22267965823937677
yard,outside,4,0.22260019713977627
spicy,fan,4,0.2225888219379673
praise,worship,5,0.22257085773661409
have,yes,2,0.22245813554410693
thick,rough,3,0.22239850895526045
beer,mead,7,0.222394967858626
sit,try,2,0.22229964097301536
arm,top,2,0.22227977987086514
plant,pot,2,0.22222849816184675
pupil,child,2,0.22221260008449775
pupil,child,3,0.22221260008449775
stand,dwell,6,0.222200646032115
edge,collar,3,0.22216906326715757
ash,mat,3,0.22215615351495002
age,six,2,0.2221522214228794
country,mainland,16,0.2220811423664581
keep,hide,3,0.2220562922572339
keep,hide,4,0.2220562922572339
repair,decorate,2,0.22202789471868986
flee,gather,2,0.22200907654499985
keep,catch,3,0.2219981179202861
ointment,paint,2,0.22197645125255305
know,who,2,0.22192376750997309
give,call,2,0.22189557478374852
iron,nail,3,0.22188918886148068
shave,wipe,2,0.22188507630300802
yoke,horse,3,0.22187357394879742
seize,scatter,2,0.22184348580408186
scatter,ripen,2,0.22180314824461878
eye,eyebrow,2,0.2217530016249772
earth,floor,58,0.22172159134572259
head,center,2,0.22167418817176515
earth,bottom,7,0.22165949151430225
fur,beard,2,0.22164196567132055
sharpen,stick,2,0.22158652347147162
i,scrape,2,0.22156965355430044
disturb,stir,4,0.22156069999934855
hear,smell,12,0.2215495237025248
smell,hear,3,0.2215495237025248
hear,smell,22,0.2215495237025248
fever,heat,7,0.22151650379861165
boar,sow,19,0.22148923491166986
swarm,herd,2,0.2214832805830339
intestines,womb,3,0.22143857176677767
pig,bull,3,0.22142845878579015
clear,light,46,0.22140981482918384
light,clear,5,0.22140981482918384
frog,leaf,2,0.2213057006780788
late,day,2,0.22129991599495885
deep,bitter,2,0.22127187699480177
crouch,sit,18,0.22123838222804088
smell,rotten,3,0.22122661190741036
rotten,smell,3,0.22122661190741036
rotten,smell,10,0.22122661190741036
clan,descendants,7,0.22107202095515754
give,speak,3,0.2210256887209843
pinch,pull,2,0.22092044008994613
learn,ask,2,0.2207431082191444
pick,cut,3,0.22066154172555266
sing,swell,4,0.22061187667743526
leather,stone,6,0.22051761619447124
give,if,2,0.2205129474532328
old,grandfather,2,0.22045772951166662
grandfather,old,3,0.22045772951166662
corpse,body,27,0.22043251601798286
pointed,top,10,0.22041805186563948
thorn,bone,12,0.2204038302916449
prostitute,adultery,4,0.2203930410216763
roll,round,4,0.22037193764194488
insect,intestines,2,0.2203290955614862
jump,shiver,2,0.22029188791543253
sew,dig,6,0.22025530158935422
silence,peace,9,0.22025492786767634
what,no,3,0.22020043626694502
early,before,9,0.22015671329944864
now,that,3,0.22013614700537865
dolphin,fish,3,0.2200957040894108
look,read,5,0.22008093163583875
hot,burn,2,0.22007292755556385
burn,hot,7,0.22007292755556385
belly,intestines,12,0.22003764021861133
sweep,tumble,4,0.2199491442923755
room,fence,3,0.21991735074750857
tell,convey,6,0.2199016284981129
weigh,measure,59,0.21971600604031877
fan,blow,2,0.2196484856868755
proud,praise,2,0.21959180999414882
plain,grass,2,0.21958128319530396
dawn,tomorrow,4,0.2193008093876391
earth,land,159,0.2192948106605579
borrow,exchange,4,0.2192428498878982
remain,be,3,0.21923291999518524
pour,scatter,3,0.21903914127852425
wrong,no,2,0.21888779987824547
send,command,26,0.21882313488939525
sew,neck,2,0.21870858117921652
touch,try,3,0.21869166826707895
above,peak,12,0.21868928081213648
forest,thick,7,0.21868405075741112
tongs,fork,2,0.21862347041063537
quarrel,battle,18,0.21858553349449197
touch,move,7,0.21855984208599155
move,touch,2,0.21855984208599155
many,hundred,2,0.21852939322255657
bird,heron,14,0.21845774825382164
always,never,12,0.21844567342005708
dirty,sand,3,0.21844260776741403
sun,god,17,0.21842811876789672
mud,shore,3,0.21842335670726554
shoot,strike,10,0.2183690143503131
rub,cut,4,0.21829228299170894
oath,perjury,2,0.21828979803787393
sleep,kill,2,0.21825881893331855
claw,hand,6,0.21821823458181455
sit,steal,3,0.2181935235407002
liver,egg,2,0.21817904122063417
kettle,cup,2,0.21817344124520144
jump,squeeze,2,0.21815608733899708
carve,scrape,4,0.21812818562779043
hook,needle,4,0.21811097802145454
hear,eat,3,0.21808699794486416
weave,chop,2,0.21799803825194888
bury,grave,3,0.21789607562592303
weave,pull,2,0.21789601995150557
forest,field,2,0.21784391402807635
shake,mix,8,0.21781859753088886
take,keep,3,0.21781402173918674
earth,area,8,0.2178008331473845
mother,back,3,0.21769236359530242
edge,tooth,3,0.21765158622673875
fence,pasture,2,0.21746018444867748
body,tooth,2,0.21738987470607324
guess,calculate,2,0.2173356478281778
only,one,75,0.21731750656125984
rise,lift,17,0.21727876098042392
fight,strike,3,0.21725385542729778
mouth,face,13,0.21712143531950445
claw,bead,2,0.21707070832931719
get,say,2,0.2170271050178048
shiver,crawl,2,0.21700941238508642
field,plough,2,0.21696947150121815
move,drive,4,0.216959046518711
drive,move,6,0.216959046518711
old,ripe,5,0.21694748580847967
soul,ghost,76,0.2169386595855156
touch,catch,9,0.21692396796360303
big,loud,20,0.21686421491395683
mix,do,2,0.2168506292854445
town,tower,3,0.21684101173187315
market,store,8,0.21683918391398047
call,we,2,0.21682040578144623
this,me,2,0.21677963354833502
worship,pray,54,0.21662111133490314
bite,squeeze,2,0.21661372763645537
bow,gun,3,0.21659613657158322
granddaughter,descendants,5,0.21656135003931345
flat,dish,4,0.2165575287868806
die,thirsty,2,0.21652285780773828
leather,bark,49,0.21652054211670427
spit,wash,4,0.2164848280218112
cry,call,2,0.2162931921480903
boundary,shore,5,0.2162333333964889
physician,magician,6,0.2161845331415729
scatter,steal,2,0.21614485479494525
sing,build,3,0.21595226605542095
ripe,rice,2,0.2158673664409534
second,monday,2,0.21585250614469045
grow,tall,2,0.21568459849772903
valley,flat,2,0.21565225777045866
see,read,2,0.21560045540844028
elbow,eye,2,0.2154997427712655
laugh,think,4,0.2154691763687194
stand,foot,2,0.21539680082895107
enter,carry,2,0.21537880269906837
wind,leaf,2,0.21529632773210136
high,tall,168,0.215277296020793
high,tall,5,0.215277296020793
big,grandfather,2,0.21527607803769222
honey,mead,34,0.21523925341916225
spoon,oar,2,0.21519409921222096
bring,drive,4,0.21506797627976992
ash,mosquito,5,0.2150577303871199
understand,listen,19,0.21503413349156003
learn,study,111,0.2150337644648763
bright,lightning,5,0.21493416506092594
enough,full,3,0.21492793166708526
burn,shoot,6,0.21492774907807136
shoot,burn,3,0.21492774907807136
hole,bury,4,0.21487450032189512
ox,axe,2,0.2148443705646295
share,part,4,0.21481331092912678
leave,ride,6,0.2147575525193712
dig,scratch,15,0.21469046346039877
smell,oil,2,0.21468583036291247
sling,rafter,2,0.21465646168918484
white,bloom,3,0.21465179112550517
disappear,die,4,0.2146494873794778
disappear,die,3,0.2146494873794778
anger,heart,2,0.21461146906557374
hot,sweat,2,0.21438024059665922
light,lightning,4,0.21434167011711805
lightning,light,4,0.21434167011711805
sew,eat,3,0.21432374447087668
money,paper,2,0.21431761893104373
shade,moon,2,0.2141667513854712
we,be,2,0.21416306959912434
turn,sweep,2,0.21406657181768962
arrow,reed,6,0.21401176872358504
remain,dwell,65,0.2139774337973092
know,recognize,12,0.21397573356949376
seem,become,2,0.213960726245496
hill,height,2,0.21390168924100492
dig,tumble,3,0.21388613399688347
break,stir,2,0.2138360047080078
people,parents,2,0.21381541801842668
morning,seven,13,0.2137118580056149
suck,fat,2,0.21356184265524494
crocodile,rotten,2,0.21355929815109956
breast,child,2,0.21348664258322303
mouth,shore,2,0.21343000440115958
voice,tongue,2,0.21333149855998218
kill,chop,2,0.21325796381805082
smell,breathe,3,0.21325475159681484
envy,greedy,2,0.2132360408891144
pull,scrape,3,0.21322146711062018
letter,mail,4,0.21312393205055394
fog,steam,3,0.21312131943633802
master,husband,14,0.21305154065886925
suck,chew,2,0.21300238544574412
take,seize,65,0.21296597248150806
pity,bless,3,0.21294063498260268
corpse,bone,12,0.2129404372623504
bird,eat,3,0.21288901608535468
study,read,46,0.21288816048796572
look,seem,2,0.21286214794389718
make,produce,33,0.21282449282424512
bad,weak,3,0.21280939116275757
rub,squeeze,6,0.2128003632621791
chieftain,powerful,5,0.2127349089380964
thing,person,3,0.21272887623743914
citizen,friend,4,0.212711748056599
place,town,5,0.21258986165425414
say,forbid,2,0.21258158116520834
take,drive,2,0.21254615598841756
take,drive,2,0.21254615598841756
remember,doubt,2,0.21248162963572564
some,other,2,0.21243109974297444
side,furrow,7,0.21219688303994397
sour,wet,2,0.21205921188741295
hook,bridge,4,0.21204761229324834
thing,word,6,0.21201992964342145
try,crawl,2,0.2119707372786296
kneel,sew,2,0.2119657284838927
believe,listen,3,0.2119251871385763
pull,wash,3,0.2118960678492134
slow,lazy,6,0.21180420341831319
leave,eat,2,0.21175073612447845
pull,set,2,0.21167461609268687
bunch,grape,2,0.21165554186507932
queen,president,2,0.21162253223399674
dig,squeeze,2,0.2116123092305416
steal,hide,16,0.21161146045067997
hide,steal,5,0.21161146045067997
vine,tobacco,2,0.21158546150555965
fire,roast,2,0.21152689841832817
take,think,2,0.2114967435377503
field,land,7,0.21137769479869356
ready,ripe,3,0.21133794179448187
kneel,steal,2,0.21131164761830734
short,round,5,0.21129747250507133
drink,cook,3,0.21123986158756586
cut,scrape,2,0.21122350376719018
speech,tongue,2,0.2112002393189961
seize,chieftain,2,0.21113731029489047
rub,scrape,24,0.2111354174438839
take,lead,4,0.2110724362651829
shears,cut,4,0.2110722325389509
eight,night,3,0.21103188160915198
leave,die,3,0.21096969506793065
leaf,hair,4,0.21093790299099682
leaf,hair,3,0.21093790299099682
leaf,hair,33,0.21093790299099682
rib,lung,5,0.2108983787988227
paint,color,68,0.21089082850453372
fish,mosquito,4,0.21072280596241832
claw,forehead,2,0.21065418879811984
difficult,steep,2,0.21059579642389525
cup,plate,11,0.21053470027351254
grind,sharpen,13,0.21034743986401605
flat,red,2,0.21032782366613412
hold,embrace,15,0.21029554117111396
give,full,2,0.21028559138664912
sap,heart,2,0.21028520645140997
healthy,strong,4,0.21023647407599533
breast,udder,72,0.2102008718871127
wheel,arch,3,0.21018418737036645
walk,pull,3,0.21017402344682956
end,summit,2,0.2101549588034582
weave,tumble,2,0.21014094895721386
kill,strike,2,0.210101259661921
kill,strike,34,0.210101259661921
laugh,rub,2,0.21007303195136634
baby,nephew,2,0.21006416989946158
join,mix,8,0.21002530094800875
go,dwell,4,0.2100098140878258
hold,arm,2,0.21000450457844427
smooth,beautiful,2,0.209952655454893
call,invite,34,0.20973820130426807
tell,word,2,0.2096992418184135
fur,leather,124,0.20966464068765006
thou,die,2,0.20965110954789642
sap,milk,4,0.2096166515582278
ready,finish,3,0.20959675781925205
leave,quiet,2,0.20959488317232033
anger,danger,2,0.2095189179370281
thick,hot,2,0.2094740909549047
get,borrow,6,0.20943231985786484
gill,gums,2,0.20937059293344523
breast,bird,2,0.20936670004665137
join,rest,2,0.20930085019313557
louse,head,5,0.20922963491906116
snake,mosquito,2,0.209219413527739
cook,prepare,39,0.2091891736047945
axe,iron,4,0.20915581951272721
wrong,ugly,2,0.20913620021461973
short,soft,3,0.20909170317247722
borrow,owe,4,0.2090843117837024
try,speak,2,0.20907047334380327
fight,beat,2,0.20903230195194406
wing,fan,2,0.2090206067843576
sugar,sweet,6,0.20901982881919712
remain,cease,9,0.20899096477428458
move,follow,2,0.2089639479965627
person,body,9,0.20893772560943805
know,wise,2,0.20888608771629466
cut,stab,2,0.208848380880447
sit,look,3,0.20881481446881558
mother,own,3,0.20877741548728607
lift,build,13,0.20867765806669256
long,straight,5,0.20864563044288698
weave,braid,16,0.2085691235906454
weave,braid,5,0.2085691235906454
tea,plant,2,0.20854578525775555
edge,coast,3,0.20854246820702563
take,call,2,0.20854065215524686
steal,crawl,2,0.2084992743337584
bark,skin,16,0.20830582586619703
bark,skin,29,0.20830582586619703
skin,bark,209,0.20830582586619703
female,grandmother,2,0.208265227444287
furrow,stream,7,0.2082434634351413
suck,sharpen,4,0.20822775886481326
keep,defend,18,0.20807406578745125
buy,expensive,2,0.20806620890809482
ditch,spade,2,0.20805029991317503
horn,mountain,4,0.2080301484930694
sun,grass,3,0.20801310197863265
age,young,3,0.20798931410942254
sit,fire,2,0.20798648976989595
see,meet,23,0.20791903681939763
door,ear,2,0.20781795654937069
room,square,2,0.20776656361358575
shine,paint,2,0.20755243780087462
cut,scratch,4,0.20755174965702736
shell,body,3,0.20740681744067993
get,shoot,2,0.20739681293620765
open,close,2,0.20738993463940864
person,child,5,0.20738430532644608
person,child,3,0.20738430532644608
wet,raw,31,0.20733037579350194
dog,dung,3,0.20732949996165267
neck,wheel,2,0.20727182915389908
god,king,4,0.20723101194537769
vine,root,5,0.20714542119734272
darkness,hour,4,0.20710208311658654
warm,boil,2,0.20703671579487476
ear,chin,2,0.20703475648617273
big,thick,33,0.20690124345123265
knee,bracelet,3,0.20689975364508167
ripen,melt,2,0.2066187571859375
late,after,15,0.20661087551283683
nut,grain,5,0.2065726764213195
cave,nest,3,0.20655229638315634
cooked,kill,2,0.20652837003631247
shell,rattle,2,0.2064616152748294
dig,kill,5,0.20638830961027857
sour,sharp,3,0.20638744419435948
like,scratch,2,0.20628094346139894
tongue,heart,2,0.20625251086551818
thou,child,6,0.20624056801810398
pull,dog,2,0.20617108206391882
bathe,splash,3,0.20614914842959783
ride,four,2,0.2061154142938031
brush,cart,3,0.20610355301448907
belly,swell,2,0.20608367402811067
cattle,calf,5,0.20605379579178992
neighbour,relatives,2,0.20602079783750862
north,hundred,4,0.20597103843394052
accuse,convict,16,0.20585566053124735
cease,diminish,3,0.205839383156406
come,man,2,0.20577900871720314
secret,hide,3,0.20577699285602127
empty,clean,3,0.2057198402271678
suck,scatter,2,0.20567497009047003
food,dish,2,0.20564537889353557
bruise,grind,2,0.20563564234179066
grind,dig,2,0.20560621468250517
mason,potter,4,0.20559743788604518
turn,do,2,0.20556356498563338
show,learn,3,0.20546272074993868
bird,mosquito,2,0.2054188671874255
river,waterfall,3,0.205367940638951
blood,rat,2,0.20535731265093288
pull,tumble,2,0.2053168628625377
sit,live,2,0.20531088055846694
wheel,whistle,2,0.20526127813385608
comb,scrape,2,0.20523043633424745
dwell,build,3,0.2050172384161791
pinch,suck,3,0.20487696722358673
pull,shiver,2,0.20486017540569645
shoot,back,2,0.20485017436388867
clean,rinse,2,0.20480568689451098
tree,bottom,2,0.20477287015465762
lightning,electricity,2,0.20473705149917323
place,time,6,0.20473692425305567
pull,cut,3,0.20470901613592227
draw,bend,3,0.20465324760694825
sharp,thigh,2,0.20454782579872996
breast,penis,3,0.20446046670888451
sew,needle,8,0.20444575245333552
shout,swell,2,0.20432996966637174
thick,fat,11,0.20413946028720692
thick,fat,14,0.20413946028720692
thick,fat,5,0.20413946028720692
sick,groan,9,0.2041309545527765
ground,space,4,0.20394220688738468
now,yes,2,0.2039163741228519
stone,gold,2,0.20384794947162113
run,escape,10,0.20384505558189492
short,wide,5,0.20383505873861768
thou,belly,3,0.2038277308640025
give,put,18,0.20376012703522736
hand,key,3,0.20374912530763026
raw,fresh,2,0.20367080363128065
walk,hunt,3,0.20366317024446234
tree,eat,7,0.20364205998416735
forest,land,2,0.2036077580028843
break,tumble,2,0.20355861323366947
flower,grape,2,0.20353070480028693
come,shoot,5,0.20346075891547952
place,house,3,0.20345648846662767
this,here,100,0.20330638552700242
bean,split,2,0.2033004928553435
seize,stretch,3,0.2032815756753298
stand,halt,11,0.20326422096759186
come,leave,2,0.20326038934207422
half,middle,6,0.20325576731064057
fast,hurry,19,0.20325365015920302
light,eye,2,0.20321824994345017
swamp,moorland,33,0.20318993211156516
grave,pit,5,0.20309922239362546
field,wheat,2,0.2030639537743921
leaf,blue,2,0.20294588786962947
canoe,nest,2,0.20289543873352703
move,turn,2,0.20287108090417044
root,vein,25,0.20276153530050567
leave,refuse,2,0.20265139148124514
forgive,permit,2,0.20263225574981755
leave,surrender,2,0.20262899722515693
child,family,3,0.2026102210179205
salt,white,3,0.20260372426735668
sway,jog,2,0.20259295348224787
bone,vein,3,0.20252766177571338
pain,bite,2,0.20251533960497775
nose,knife,3,0.2024803702112312
hunt,steal,2,0.20246331242497942
circle,belt,2,0.20244696162784376
come,emerge,2,0.20234109320192548
shears,chisel,3,0.2023349007482047
village,people,11,0.20230736556493725
say,thou,2,0.20230356141899905
enough,often,2,0.20223484362900593
breath,sweat,2,0.20222560928787087
get,hit,2,0.20218080162666707
where,there,4,0.2021511056871572
walk,grass,2,0.20209218189788755
medicine,poison,14,0.2020565860563075
meat,lime,6,0.2020477834590476
spirit,breath,15,0.2020273740150543
again,after,4,0.2020243073849781
bring,seize,3,0.20201304616565594
tie,connect,32,0.20197977556793914
suck,grass,2,0.20197626430988905
egg,bone,4,0.20195714972791837
intention,idea,27,0.20193537339185821
walk,steal,2,0.20192518664351491
jump,break,2,0.20190374957618418
ask,read,3,0.20185357297727918
people,man,10,0.20179838615461002
road,door,2,0.20176521424427052
ghost,magician,2,0.20175390592297515
hand,paw,2,0.20171347487564706
calf,foot,3,0.2016960921259775
die,crawl,3,0.2016932791479516
village,clan,6,0.20164657403240205
broken,footprint,2,0.20157994779333704
steal,scrape,2,0.20157460698731708
rabbit,mango,5,0.20157404618817804
body,carcass,2,0.2015694016575337
hook,latch,3,0.20156053446299346
head,tooth,2,0.20155185222845406
sky,top,7,0.20150075557491604
night,sea,9,0.20138336100498072
valley,field,2,0.2013382222195726
nest,basket,8,0.20123176957290106
imitate,explain,2,0.2012224821037724
head,gourd,6,0.20119259651778817
bite,root,2,0.20117475639063104
mouth,door,16,0.20116555237015818
many,four,4,0.20112396461854615
lead,drive,19,0.2010240899940489
forbid,threaten,2,0.20089676262887016
beak,end,4,0.20086738879576474
sweep,tear,2,0.20086293528511265
bad,rough,2,0.2008530721686146
chime,ring,48,0.20085267886541436
pour,mold,5,0.20083834677019274
